BUSINESSTYPE,BUSINESSNAME,STREETNUMBER,STREET,STREETTYPE,STREETDIR,UNITTYPE,UNITY,CITY,PROV,POSTAL,OBJECTID
Restaurant,CLARKSON FISH & CHIPS,1848,LAKESHORE,RD,W,,,MISSISSAUGA,ON,L5J1J7,419
Restaurant,COCK AND PHEASANT,63,QUEEN,ST,S,Unit,12,MISSISSAUGA,ON,L5M3S9,420
Restaurant,COCO CAFE,90,BURNHAMTHORPE,RD,W,Unit,204,MISSISSAUGA,ON,L5B3C3,421
Restaurant,COFFEE & LUNCH,7195,TORBRAM,RD,,Unit,1,MISSISSAUGA,ON,L4T4G3,422
Restaurant,COFFEE & MORE,6965,DAVAND,DR,,Unit,1-D,MISSISSAUGA,ON,L5T1Y6,423
Restaurant,COFFEE CULTURE,1220,EGLINTON,AVE,W,,,MISSISSAUGA,ON,L5V1N3,424
Restaurant,COFFEE TIME DONUT,991,MATHESON,BLVD,E,Unit,16,MISSISSAUGA,ON,L4W 2V3,425
Restaurant,COFFEE TIME DONUTS,3403,FIELDGATE,DR,,,,MISSISSAUGA,ON,L4X2J4,426
Restaurant,COFFEE TIME DONUTS,4141,DIXIE,RD,,Unit,42,MISSISSAUGA,ON,L4W1V5,427
Restaurant,COFFEE TIME DONUTS,6355,KENNEDY,RD,,Unit,11,MISSISSAUGA,ON,L5T2L5,428
Restaurant,COFFEE TIME DONUTS,7255,TORBRAM,RD,,,,MISSISSAUGA,ON,L4T1G8,429
Restaurant,COLMAN COMMONS DINING HALL(U OF T) #27023,3359,MISSISSAUGA,RD,,,,MISSISSAUGA,ON,L5L1C6,430
Restaurant,COLOMBIA MIA,3038,HURONTARIO,ST,,Unit,9,MISSISSAUGA,ON,L5B3B9,431
Restaurant,COLOSSUS OF RHODES,280,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1H2,432
Restaurant,COMPASS #23099 / BAXTER MISSISSAUGA,7125,MISSISSAUGA,RD,,,,MISSISSAUGA,ON,L5N 0C2,433
Restaurant,COMPASS / DESJARDIN #23314,3,ROBERT SPECK ,PKWY,,,,MISSISSAUGA,ON,L4Z 3Z9,434
Restaurant,COMPASS / ROYAL BANK MEADOWVALE #23441,6880,FINANCIAL,DR,,,,MISSISSAUGA,ON,L5N 7Y5,435
Restaurant,COMPASS / ST. MARTIN SS #21115,2470,ROSEMARY,DR,,,,MISSISSAUGA,ON,L5C1X2,436
Restaurant,COMPASS GROUP / INTUIT MISSISSAUGA #23043,5100,SPECTRUM,WAY,,,,MISSISSAUGA,ON,L4W 5S2,437
Restaurant,COMPASS GROUP CANADA/MATTEL CANADA INC #23242,6155,FREEMONT,BLVD,,,,MISSISSAUGA,ON,L5R3W2,438
Restaurant,COMPASS GROUP/AMGEN CANADA INC #23253,6775,FINANCIAL,DR,,UNIT,100,MISSISSAUGA,ON,L5N 0A4,439
Restaurant,COMPASS/AC MAPLE LEAF LOUNGE (INTERNATIONAL)#23593,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,440
Restaurant,COMPASS/AC MAPLE LEAF LOUNGE(DOMESTIC)#23591,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,441
Restaurant,COMPASS/AC MAPLE LEAF LOUNT (TRANSBORDER) #23592,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,442
Restaurant,COMPASS/BRITISH AIRWAYS LOUNGE #20361,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,443
Restaurant,COMPASS/GTAA # 23075,3111,CONVAIR,DR,,,,MISSISSAUGA,ON,L5P1C2,444
Restaurant,COMPASS/HEWLETT PACKARD #23247,5150,SPECTRUM,WAY,,,,MISSISSAUGA,ON,L4W5G1,445
Restaurant,COMPASS/PRATT & WHITNEY #23817,1801,COURTNEYPARK,DR,E,,,MISSISSAUGA,ON,L5T1J3,446
Restaurant,COMPASS/RBC MEADOWVALE/TIM HORTONS #23448,6880,FINANCIAL,DR,,,,MISSISSAUGA,ON,L5N 7Y5,447
Restaurant,CONTINENTAL GRAND BUFFET,4141,DIXIE,RD,,Unit,10-12,MISSISSAUGA,ON,L4W1V5,448
Restaurant,COOPERS PUB,780,BURNHAMTHORPE,RD,W,Unit,5,MISSISSAUGA,ON,L5C3X3,449
Restaurant,CORA BREAKFAST & LUNCH,4559,HURONTARIO,ST,,UNIT,9-11,MISSISSAUGA,ON,L4Z 3L9,450
Restaurant,CORAS BREAKFAST & LUNCH,4120,DIXIE,RD,,Unit,15-16,MISSISSAUGA,ON,L4W 4V8,451
Restaurant,CORAS BREAKFAST AND LUNCH,6720,MEADOWVALE TOWN CENTRE,CIR,,Unit,D3,MISSISSAUGA,ON,L5N 4B7,452
Restaurant,COSTCO NORTH MISSISSSAUGA,5900,RODEO,DR,,,,MISSISSAUGA,ON,L5R3S9,453
Restaurant,COUNTRY FISH & CHIPS,293,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1H3,454
Restaurant,COUNTRY KITCHEN ROADHOUSE RESTAURANT,1520,TRINITY,DR,,Unit,1,MISSISSAUGA,ON,L5T 1N9,455
Restaurant,COUNTRY STYLE DONUTS,362,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G 1H5,456
Restaurant,COUNTRY STYLE DONUTS,6035,MCLAUGHLIN,RD,,,100,MISSISSAUGA,ON,L5R1B9,457
Restaurant,COUNTRY STYLE DONUTS,6585,AIRPORT,RD,,Unit,B,MISSISSAUGA,ON,L4V1E4,458
Restaurant,COUNTRY STYLE DONUTS/A&W,1465,AEROWOOD,DR,,,,MISSISSAUGA,ON,L4W 2L2,459
Restaurant,COUNTRY STYLE MR SUB & TCBY,334,DUNDAS,ST,E,,,MISSISSAUGA,ON,L5A1W9,460
Restaurant,COZY CAFE & DELI,101,QUEENSWAY,,W,,,MISSISSAUGA,ON,L5B2P7,461
Restaurant,CREDIT VALLEY GOLF & COUNTRY CLUB,2500,OLD CARRIAGE,RD,,,,MISSISSAUGA,ON,L5C1Y7,462
Restaurant,CROATIA RESTAURANT,1989A,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4X 1M1,463
Restaurant,CUCHULAINNS IRISH PUB,158,QUEEN,ST,S,,,MISSISSAUGA,ON,L5M 1K8,464
Restaurant,CUDAS TAP AND GRILL,1107,LORNE PARK,RD,,UNIT,2,MISSISSAUGA,ON,L5H 3A1,465
Restaurant,CULINARIA RESTAURANT,5732,KENNEDY,RD,,,,MISSISSAUGA,ON,L4Z1T1,466
Restaurant,CULTURES,100,CITY CENTRE,DR,,Unit,1-826,MISSISSAUGA,ON,L5B 2C9,467
Restaurant,CURRY AND NOODLE RESTAURANT,1177,CENTRAL PKY,,W,Unit,66,MISSISSAUGA,ON,L5C4P3,468
Restaurant,DAI ICHI JAPANESE RESTAURANT,3105,WINSTON CHURCHILL,BLVD,,Unit,67,MISSISSAUGA,ON,L5L 2W1,469
Restaurant,DAIRY QUEEN BRAZIER,325,CENTRAL PKY,,W,Unit,54,MISSISSAUGA,ON,L5B3X9,470
Restaurant,DANA HOSPITALITY / ALCON CANADA,2665,MEADOWPINE,BLVD,,,,MISSISSAUGA,ON,L5N 8C7,471
Restaurant,DANA HOSPITALITY / CENTRE FOR HEALTH/SAFETY INNOVATION,5110,CREEKBANK,RD,,Suite,300,MISSISSAUGA,ON,L4W 0A1,472
Restaurant,DANA HOSPITALITY / MARITZ CANADA,6900,MARITZ,DR,,,,MISSISSAUGA,ON,L5W 1L8,473
Restaurant,DANA HOSPITALITY/HONEY WELL #4200,3333,UNITY,DR,,,,MISSISSAUGA,ON,L5L3T3,474
Restaurant,DANA HOSPITALITY/NISSAN CANADA,5290,ORBITOR,DR,,,,MISSISSAUGA,ON,L4W4Z5,475
Restaurant,DANA HOSPITALITY/WALMART BLDG,1940,ARGENTIA,RD,,,,MISSISSAUGA,ON,L5N1P9,476
Restaurant,DAVES CHICKEN & SEAFOOD,1151,DUNDAS,ST,W,Unit,28,MISSISSAUGA,ON,L5C 1C6,477
Restaurant,DAYLIGHT GRILL,980,SOUTHDOWN,RD,,Unit,E-8,MISSISSAUGA,ON,L5J 2Y4,478
Restaurant,DELIMARK CAFE,6299,AIRPORT,RD,,UNIT,B100,MISSISSAUGA,ON,L4V 1N3,479
Restaurant,DELTA BINGO,1650,DUNDAS,ST,E,Unit,17-21,MISSISSAUGA,ON,L4X 2Z3,480
Restaurant,DENNYS FAMILY RESTAURANT,40,COURTNEYPARK,DR,E,,,MISSISSAUGA,ON,L5T 2Y3,481
Restaurant,DENNYS RESTAURANT,5400,DIXIE,RD,,,,MISSISSAUGA,ON,L4W4T4,482
Restaurant,DER BROTKORB BAKERY & CAFE,2458,DUNDAS,ST,W,Unit,10,MISSISSAUGA,ON,L5K 1R8,483
Restaurant,DERI ITALIAN BAKERY,656,BLOOR,ST,,,,MISSISSAUGA,ON,L5A3V9,484
Restaurant,DERRYDALE GOLF COURSE,185,DERRY,RD,W,,,MISSISSAUGA,ON,L5M2B5,485
Restaurant,DESI BAR & GRIL,925,RATHBURN,RD,E,Unit,B3,MISSISSAUGA,ON,L4W 4C3,486
Restaurant,DIAMONDS CABARET,1820,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4X1L8,487
Restaurant,DIANA PASTICCERIA & COFFEE INC.,4910,TOMKEN,RD,,Unit,1,MISSISSAUGA,ON,L4W 1J8,488
Restaurant,DIVINE FOODS,17,QUEEN,ST,N,Unit,A-3,MISSISSAUGA,ON,L5N 6A1,489
Restaurant,DOABA SWEETS & RESTAURANT,5390,TERRY FOX,WAY,,Unit,2,MISSISSAUGA,ON,L5V 0A5,490
Restaurant,DOOLINS PUB,1575,CLARKSON,RD,,Unit,8,MISSISSAUGA,ON,L5J 2X1,491
Restaurant,DOOR FIFTYFIVE,55,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1C9,492
Restaurant,DOSA PALACE,21,DUNDAS,ST,E,Unit,2,MISSISSAUGA,ON,L5A1V9,493
Restaurant,DOUBLE DOUBLE PIZZA & CHICKEN,3095,HURONTARIO,ST,,Unit,55,MISSISSAUGA,ON,L5A4G3,494
Restaurant,DRAGON PALACE CHINESE RESTAURANT,1850,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4X1L9,495
Restaurant,DRAGON STAR WOK,2225,ERIN MILLS,PKWY,,Unit,101B,MISSISSAUGA,ON,L5K1T9,496
Restaurant,DRUXYS FAMOUS DELI,5580,EXPLORER,DR,,Unit,102,MISSISSAUGA,ON,L4W4Y1,497
Restaurant,DRUXYS FAMOUS DELI #66,350,BURNHAMTHORPE,RD,W,Unit,120,MISSISSAUGA,ON,L5B3J1,498
Restaurant,DUNDAS DIXIE DAIRY QUEEN,1248,DUNDAS,ST,E,Unit,5,MISSISSAUGA,ON,L4Y 2C7,499
Restaurant,DYNASTY B.B.Q. RESTAURANT,1550,SOUTH GATEWAY,RD,,Unit,106,MISSISSAUGA,ON,L4W 5G6,500
Restaurant,EARLS RESTAURANT,100,CITY CENTRE,DR,,Unit,1-101,MISSISSAUGA,ON,L5B 2C9,501
Restaurant,EAST SIDE MARIOS,1488,DUNDAS,ST,E,UNIT,D2,MISSISSAUGA,ON,L4X 1L4,502
Restaurant,EAST SIDE MARIOS,3075,ARGENTIA,RD,,,,MISSISSAUGA,ON,L5N 8P7,503
Restaurant,EAST SIDE MARIOS,5855,RODEO,DR,,,,MISSISSAUGA,ON,L4V1E3,504
Restaurant,EAT MORE RESTAURANT & CAFE,5130,DIXIE,RD,,UNIT,13 & 14,MISSISSAUGA,ON,L4W 4K2,505
Restaurant,EDDIES WOK N ROLL,6400,MILLCREEK,DR,,UNIT,6,MISSISSAUGA,ON,L5N 7L4,506
Restaurant,EGGSMART,1930,FOWLER,DR,,Bldg,C-100,MISSISSAUGA,ON,,507
Restaurant,EGGSMART,5170,DIXIE,RD,,Unit,103,MISSISSAUGA,ON,L4W1E3,508
Restaurant,EGGSMART,655,QUEENSWAY,,E,,,MISSISSAUGA,ON,L5A3X6,509
Restaurant,EL FISHAWY CLUB,5055,PLANTATION ,PL,,Unit,4,MISSISSAUGA,ON,L5M 6J3,510
Restaurant,EL SOMBRERO FINE MEXICAN FOOD,4870,TOMKEN,RD,,Unit,D1,MISSISSAUGA,ON,L4W 1J8,511
Restaurant,EL SOMBRERO FOOD CO INC,6990,FINANCIAL,DR,,Unit,6G-A,MISSISSAUGA,ON,,512
Restaurant,EL SOMBRERO FOOD CO INC,6990,FINANCIAL,DR,,Unit,6G-A,MISSISSAUGA,ON,L5N 8J4,513
Restaurant,EL SOMBRERO FOOD COMPANY,35,BRUNEL,RD,,Unit,1A,MISSISSAUGA,ON,L4Z3E8,514
Restaurant,ELITE ROYALE RESTAURANT & BANQUET HALL,2120,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4X1L9,515
Restaurant,ELLENS PLACE,1090,KAMATO,RD,,Unit,17-19,MISSISSAUGA,ON,L4W2P3,516
Restaurant,EMERALD CHINESE RESTAURANT,30,EGLINTON,AVE,W,Unit,1,MISSISSAUGA,ON,L5R 3E7,517
Restaurant,EMPIRE WOK,970,SOUTHDOWN,RD,,Unit,D4,MISSISSAUGA,ON,L5J 2Y4,518
Restaurant,ENGLISH BAY FISH & CHIPS,1224,DUNDAS,ST,W,Unit,112,MISSISSAUGA,ON,L5C 4G7,519
Restaurant,ERINDALE FAMILY RESTAURANT,1100,DUNDAS,ST,W,Unit,9,MISSISSAUGA,ON,L5C4E7,520
Restaurant,EURO CAFE,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,521
Restaurant,EVER FRESH TEA HOUSE,80,PORT,ST,E,Unit,C,MISSISSAUGA,ON,L5G 4V6,522
Restaurant,EXPRESS AULAIT CAFETERIA,170,QUEENSWAY,,W,,,MISSISSAUGA,ON,L5B3A8,523
Restaurant,EXTREME PITA,3021,ARGENTIA,RD,,Unit,P5,MISSISSAUGA,ON,L5N 8P7,524
Restaurant,EXTREME PITA #23286 - BELL MOBILITY,5025,CREEKBANK,RD,,UNIT,1B12-,MISSISSAUGA,ON,,525
Restaurant,FAILTE IRISH PUB,201,CITY CENTRE,DR,,,109,MISSISSAUGA,ON,L5B2T4,526
Restaurant,FAMOUS SUSHI (YZ),1177,CENTRAL,PKWY,W,Unit,1-3,Mississauga,ON,L5C4P3,527
Restaurant,FEDERICK CHINESE RESTAURANT,2515,HURONTARIO,ST,,Unit,112,MISSISSAUGA,ON,L5A 4C8,528
Restaurant,FIONN MAC COOLS,970,SOUTHDOWN,RD,,Unit,D6,MISSISSAUGA,ON,L5J 2X4,529
Restaurant,FIONN MACCOOLS,825,BRITANNIA,RD,W,Bldg,E,MISSISSAUGA,ON,,530
Restaurant,FIRE PIT,6020,HURONTARIO,ST,,Unit,3,MISSISSAUGA,ON,L5R 4B3,531
Restaurant,FISHERMANS PLAICE,3105,UNITY,DR,,Unit,32,MISSISSAUGA,ON,L5L 4L3,532
Restaurant,FIT FOR LIFE,5100,ERIN MILLS,PKWY,,Unit,F008,MISSISSAUGA,ON,L5M4Z5,533
Restaurant,FIVE GUYS BURGER & FRIES,1510,DUNDAS,ST,E,Unit,11,MISSISSAUGA,ON,L4X 1L4,534
Restaurant,FIVE GUYS BURGERS AND FRIES,2116,BURNHAMTHORPE,RD,W,Unit,N2,MISSISSAUGA,ON,L5L 5Z5,535
Restaurant,FIVE GUYS BURGERS AND FRIES,6045,MAVIS,RD,,UNIT,3,MISSISSAUGA,ON,L5R 4G6,536
Restaurant,FOCACIAS ITALIAN FAST CASUAL,6990,FINANCIAL,DR,,Unit,1G-2,MISSISSAUGA,ON,L5N 8J4,537
Restaurant,FONKOOSH,11,PEARL,ST,,,,MISSISSAUGA,ON,L5M1X1,538
Restaurant,FORK MY LIFE,152,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1E9,539
Restaurant,FORTUNE DRAGON CHINESE RESTAURANT INC.,6085,CREDITVIEW,RD,,Unit,2D,MISSISSAUGA,ON,L5V 2A8,540
Restaurant,FREDS BAR & GRILL,636,BLOOR,ST,,,,MISSISSAUGA,ON,L5A3V9,541
Restaurant,FRESHII,5083,DIXIE,RD,,Unit,D4,MISSISSAUGA,ON,,542
Restaurant,FRESHII,5100,ERIN MILLS,PKWY,,Unit,B 239,MISSISSAUGA,ON,L5M4Z5,543
Restaurant,FRESHII #7101146,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,544
Restaurant,FRESHII/CORK & WELL,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,545
Restaurant,FRIENDS FISH AND CHIPS,398,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1H5,546
Restaurant,FUME BAR & LOUNGE,7195,TORBRAM,RD,,UNIT,4A,MISSISSAUGA,ON,L4T 4G3,547
Restaurant,FUSION LOUNGE INC,6915,DIXIE,RD,,Unit,4,MISSISSAUGA,ON,L5T2G2,548
Restaurant,FV FOODS,1125,DUNDAS,ST,E,Unit,10,MISSISSAUGA,ON,L4Y2C4,549
Restaurant,GABRIELS BAR AND GRILL,6501,MISSISSAUGA,RD,,Unit,2,MISSISSAUGA,ON,L5N1A6,550
Restaurant,GALITOS FLAME GRILLED CHICKEN,5200,DIXIE,RD,,Unit,54,MISSISSAUGA,ON,L4W 1E4,551
Restaurant,GALITOS FLAME GRILL CHICKEN,731,CENTRAL PKY,,W,Bldg,5,MISSISSAUGA,ON,L5B 4L1,552
Restaurant,GASPERINOS ITALIAN EATERY,1510,DREW,RD,,Unit,1,MISSISSAUGA,ON,L5S1W7,553
Restaurant,"GERMAN CANADIAN CLUB ""HANSA""",6650,HURONTARIO,ST,,,,MISSISSAUGA,ON,L5M2B5,554
Restaurant,GIBBYS CAFE INC.,2810,MATHESON,BLVD,E,Unit,105,MISSISSAUGA,ON,L4W 4X7,555
Restaurant,GIG A BYTES,88,FOSTER,CRES,,Floor,GROUND,MISSISSAUGA,ON,L5R 4A1,556
Restaurant,GINOS PIZZA,2157,ROYAL WINDSOR,DR,,Unit,1,MISSISSAUGA,ON,L5J 1K5,557
Restaurant,GINOS PIZZA,735,TWAIN,AVE,,Suite,B7,MISSISSAUGA,ON,L5W 1X1,558
Restaurant,GINOS PIZZA #145,7205,GOREWAY,DR,,Unit,24A,MISSISSAUGA,ON,L4T2T9,559
Restaurant,GIORGIOS RISTORANTE,200,QUEEN,ST,S,Unit,2,MISSISSAUGA,ON,L5M1L3,560
Restaurant,GLAXO CAFETERIA,7333,MISSISSAUGA,RD,N,,,MISSISSAUGA,ON,L5N6L4,561
Restaurant,GOLD STAR RESTAURANT,950,SOUTHDOWN,RD,,Unit,5B,MISSISSAUGA,ON,L5J 2Y4,562
Restaurant,GOLDEN DOUGH,800,DUNDAS,ST,E,UNIT,D,MISSISSAUGA,ON,L4Y 2B6,563
Restaurant,GOLDEN FOUNTAIN CHINESE RESTAURANT,1250,EGLINTON,AVE,W,Unit,A.1,MISSISSAUGA,ON,L5V1N3,564
Restaurant,GOLDEN MOON RESTAURANT,1177,CENTRAL PKY,,W,Unit,5,MISSISSAUGA,ON,L5C 4P3,565
Restaurant,GOLDEN TURTLE VIETNAMESE RESTAURANT,723,CENTRAL,PKWY,W,Unit,101,Mississauga,ON,L5B 1L6,566
Restaurant,GOLDENVIEW CHINESE RESTAURANT,6675,FALCONER,DR,,UNIT,4,MISSISSAUGA,ON,L5N 0C3,567
Restaurant,GOLF DOME MISSISSAUGA (DiMARCO GOLF DOME),5750,DATSUN,RD,,,,MISSISSAUGA,ON,L4W1H2,568
Restaurant,GOODFELLAS PIZZA,209,QUEEN,ST,S,,,MISSISSAUGA,ON,L5M1L4,569
Restaurant,GORKHA PALACE,1855,DUNDAS,ST,E,Unit,3,MISSISSAUGA,ON,L4X 1M1,570
Restaurant,GOURMET CAFE,2300,EGLINTON,AVE,W,Unit,102,MISSISSAUGA,ON,L5M2V8,571
Restaurant,GOURMET CUISINE #23078.1/OSRAM SYLVANIA LTD,2001,DREW,RD,,,,MISSISSAUGA,ON,L5S1S4,572
Restaurant,GRANO RISTORANTE,285,ENFIELD,PL,,Unit,R108,MISSISSAUGA,ON,L5B3Y6,573
Restaurant,GRAYDON BAR & GRILL,235,QUEEN,ST,S,,,MISSISSAUGA,ON,L5M 1L7,574
Restaurant,GRECIAN PLACE RESTAURANT,1935,DREW,RD,,Unit,10,MISSISSAUGA,ON,L5S1M7,575
Restaurant,GREEK STOP,90,COURTNEYPARK,DR,E,Unit,3,MISSISSAUGA,ON,L5T 2Y3,576
Restaurant,GREEN GROTTO (GRAND PARK) INC,3920,GRAND PARK,DR,,Unit,8,MISSISSAUGA,ON,L5B 4M6,577
Restaurant,GRILLIN HUT,1935,DREW,RD,,,15,MISSISSAUGA,ON,L5S1M7,578
Restaurant,GURULUKSHMI,7070,SAINT BARBARA,BLVD,,Unit,48&50,MISSISSAUGA,ON,L5W 0E6,579
Restaurant,GYROS PLACE INC,1350,MATHESON,BLVD,E,Unit,10B,MISSISSAUGA,ON,L4W 4M1,580
Restaurant,HAKKA KHAZANNA,735,TWAIN,AVE,,Unit,56,MISSISSAUGA,ON,L5W 1X1,581
Restaurant,HAKKA LEGEND ASIAN CUISINE,6415,ERIN MILLS,PKWY,,Unit,B.1,MISSISSAUGA,ON,L5N4H4,582
Restaurant,HAKKA MAGIC,812,BRITANNIA,RD,W,Unit,B1,MISSISSAUGA,ON,L5V  0A7,583
Restaurant,HAKKA REN,4555,HURONTARIO,ST,,,C-2,MISSISSAUGA,ON,L4Z3M1,584
Restaurant,HANDAAN FILIPINO CUISINE,3008,NOVAR,RD,,,,MISSISSAUGA,ON,L5B 1S4,585
Restaurant,HANNAHS  CAFE & DELI,75,WATLINE,AVE,,Unit,GRO7,MISSISSAUGA,ON,L4Z3E5,586
Restaurant,HAPPY DIM SUM BAKERY INC,680,SILVER CREEK,BLVD,,Unit,3,MISSISSAUGA,ON,L5A3Z1,587
Restaurant,HARBIN B.B.Q,888,DUNDAS,ST,E,Unit,A.2,MISSISSAUGA,ON,L4Y 2B8,588
Restaurant,HARRYS PLACE RESTAURANT,988,BURNHAMTHORPE,RD,E,,,MISSISSAUGA,ON,L4Y2X6,589
Restaurant,HARVEYS,1505,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4X1L3,590
Restaurant,HARVEYS,2077,ROYAL WINDSOR,DR,,,,MISSISSAUGA,ON,L5J1K5,591
Restaurant,HARVEYS,2681,DUNDAS,ST,W,,,MISSISSAUGA,ON,L5K1R9,592
Restaurant,HARVEYS,6430,ERIN MILLS,PKWY,,,,MISSISSAUGA,ON,L5N 3P3,593
Restaurant,HARVEYS #2312,715,BURNHAMTHORPE,RD,W,,,MISSISSAUGA,ON,L5C3A6,594
Restaurant,HARVEYS #2466,4559,HURONTARIO,ST,,Unit,A13,MISSISSAUGA,ON,L4Z 3L9,595
Restaurant,HARVEYS RESTAURANT,6995,REXWOOD,RD,,Bldg,A,MISSISSAUGA,ON,L4V 1V5,596
Restaurant,HAWAII BAKERY & TEA HOUSE,1100,BURNHAMTHORPE,RD,W,Unit,25,MISSISSAUGA,ON,L5C 4G4,597
Restaurant,HAZE LOUNGE INC,4230,SHERWOODTOWNE,BLVD,,Unit,100,MISSISSAUGA,ON,L4Z2G6,598
Restaurant,HEART SUSHI,30,BRISTOL,RD,E,Unit,1,MISSISSAUGA,ON,L4Z 3K8,599
Restaurant,HEART SUSHI,815,BRITANNIA,RD,W,Unit,2,MISSISSAUGA,ON,L5V 2X8,600
Restaurant,HEARTLAND SECOND CUP,5985,MAVIS,RD,,Unit,1,MISSISSAUGA,ON,L5R 3T7,601
Restaurant,HERO CERTIFIED BURGER,2690,ERIN CENTRE,BLVD,,Unit,A007B,MISSISSAUGA,ON,L5M 5P5,602
Restaurant,HERO CERTIFIED BURGERS,2969,ARGENTIA,RD,,Unit,5,MISSISSAUGA,ON,L5N 0A2,603
Restaurant,HERO CERTIFIED BURGERS,6045,CREDITVIEW,RD,,Suite,F,MISSISSAUGA,ON,,604
Restaurant,HERSHEY CENTRE,5500,ROSE CHERRY,PL,,,,MISSISSAUGA,ON,L4Z 4B6,605
Restaurant,HIGHLAND FARMS,50,MATHESON,BLVD,E,,,MISSISSAUGA,ON,L4Z1N5,606
Restaurant,HILTON GARDEN INN TORONTO AIRPORT WEST,1870,MATHESON,BLVD,E,,,MISSISSAUGA,ON,L4W 0B3,607
Restaurant,HINOTE SUSHI RESTAURANT,720,BRISTOL,RD,W,UNIT,4,MISSISSAUGA,ON,L5R 4A3,608
Restaurant,HMSHOST/BAR 120/T1 DOMESTIC,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,609
Restaurant,HMSHOST/BEACHES-FARMERS MARKET/T1 DOMESTIC,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,610
Restaurant,HMSHOST/BELAIRE-STARBUCKS/T1 PRE SECURE ARRIVALS,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,611
Restaurant,HMSHOST/BICI CASEY-SUSAR LEE/T1 INTERNATIONAL,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,612
Restaurant,HMSHOST/BRIOCHE-PARAMOUNT/T3 INTERNATIONAL,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,613
Restaurant,HMSHOST/CAPLANSKY-STARBUCKS/T3 DOMESTIC,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,614
Restaurant,HMSHOST/CASEY-TWIST/T1 DOMESTIC,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,615
Restaurant,HMSHOST/FIONN MACOOL/T3 DOMESTIC,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,616
Restaurant,HMSHOST/GREAT CANADIAN BAGEL/T1 US,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,617
Restaurant,HMSHOST/KENSINGTON FOOD COURT/T1 DOMESTIC,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,618
Restaurant,HMSHOST/METEOR/T3 US,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,619
Restaurant,HMSHOST/MOLSON-HEARTH/T1 US,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,620
Restaurant,HMSHOST/RED ROCKETS/T1 DOMESTIC,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,621
Restaurant,HMSHOST/SKY BAR-CAPLANSKYS/T1 PRE SECURE,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,622
Restaurant,HMSHOST/STARBUCKS/T1 INTERNATIONAL,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,623
Restaurant,HMSHOST/STARBUCKS/T1 US,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,624
Restaurant,HMSHOST/STARBUCKS/T3 US,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,625
Restaurant,HMSHOST/STARBUCKS/TERMINAL 3 PRE SECURE,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,626
