BUSINESSTYPE,BUSINESSNAME,STREETNUMBER,STREET,STREETTYPE,STREETDIR,UNITTYPE,UNITY,CITY,PROV,POSTAL,OBJECTID
Restaurant,ROMAN ZAMAN,325,CENTRAL PKY,,W,Unit,8,MISSISSAUGA,ON,L5B 3X9,1054
Restaurant,ROYAL JASMINE,5165,DIXIE,RD,,Unit,3,MISSISSAUGA,ON,L4W4G1,1055
Restaurant,ROYALTY FOOD SERVICE INC,2699,SPEAKMAN,DR,,,,MISSISSAUGA,ON,L5K 1B1,1056
Restaurant,ROYALTY FOOD SERVICE INC,2800,SPEAKMAN,DR,,,,MISSISSAUGA,ON,L5K2R7,1057
Restaurant,RUBYS GRILL,120,TRADERS,BLVD,E,Unit,110,MISSISSAUGA,ON,L4Z2H7,1058
Restaurant,RUTHS CHRIS STEAK HOUSE,77,CITY CENTRE,DR,,UNIT,100,MISSISSAUGA,ON,L5B1M5,1059
Restaurant,SAFARI MEDITERRANEAN GRILL,723,CENTRAL PKY,,W,Unit,101,MISSISSAUGA,ON,L5B 4L1,1060
Restaurant,SAGA CITY PIZZA,2960,DREW,RD,,Unit,37,MISSISSAUGA,ON,L4T 0A5,1061
Restaurant,SAHARA PAK-INDIAN RESTAURANT & BANQUET HALL,35,BRUNEL,RD,,UNIT,1B,MISSISSAUGA,ON,L4Z 3E8,1062
Restaurant,SAKI SUSHI JAPANESE RESTAURANT,3960,GRAND PARK,DR,,UNIT,C-6,MISSISSAUGA,ON,L5B 4M6,1063
Restaurant,SALT & PEPPER HAKKA CHINESE,35,BRUNEL,RD,,Unit,4B,MISSISSAUGA,ON,L4Z 3E8,1064
Restaurant,SAM WOO BBQ RESTAURANT,660,EGLINTON,AVE,W,Unit,15&16,MISSISSAUGA,ON,L5R3V2,1065
Restaurant,SAMS PITA & GRILL,1380,CARDIFF,BLVD,,Unit,10,MISSISSAUGA,ON,L5S1P9,1066
Restaurant,SAMIS CAFE & DINER,1801,BRITANNIA,RD,E,Unit,1,MISSISSAUGA,ON,L4W1S6,1067
Restaurant,SAMMYS CHINESE FOOD BURGERS & ICE CREAM,1151,DUNDAS,ST,W,Unit,19,MISSISSAUGA,ON,L5C1C6,1068
Restaurant,SAN FRANCESCO FOODS,2979,UNITY,GATE,,Unit,2,MISSISSAUGA,ON,L5L3E5,1069
Restaurant,SAN FRANCESCO FOODS BRITANNIA,1201,BRITANNIA,RD,W,Unit,6 & 7,MISSISSAUGA,ON,L5V 1N2,1070
Restaurant,SAN FRANCESO FOODS,3045,CLAYHILL,RD,,Unit,1,MISSISSAUGA,ON,L5B 4L2,1071
Restaurant,SANDWICH COMPANY,2233,ARGENTIA,RD,,Unit,103,MISSISSAUGA,ON,L5N 2X7,1072
Restaurant,SANDWICH DELIGHT,1550,ENTERPRISE,RD,,Unit,128,MISSISSAUGA,ON,L4W4P4,1073
Restaurant,SARAVANA BHAVAN,4559,HURONTARIO,ST,,Unit,12B,MISSISSAUGA,ON,L4Z 3L9,1074
Restaurant,SCADDABUSH ITALIAN KITCHEN & BAR,209,RATHBURN,RD,W,,,MISSISSAUGA,ON,L5B4C1,1075
Restaurant,SCARLETT HOUSE CATERING,2100,MEADOWVALE,BLVD,,,,MISSISSAUGA,ON,L4N7J9,1076
Restaurant,SEA STAR,1550,SOUTH GATEWAY,RD,,Unit,1H,MISSISSAUGA,ON,L4W5G6,1077
Restaurant,SECOND CUP,4100,LIVING ARTS,DR,,Unit,3,MISSISSAUGA,ON,L5B 0C3,1078
Restaurant,SECOND CUP,727,CENTRAL PKY,,W,Bldg,6,MISSISSAUGA,ON,L5B 4L1,1079
Restaurant,SECOND CUP # 27021/U OF T / ERINDALE,3359,MISSISSAUGA,RD,,,,MISSISSAUGA,ON,L5L1C6,1080
Restaurant,SECOND CUP COFFEE CO,213,QUEEN,ST,S,,,MISSISSAUGA,ON,L5M1L6,1081
Restaurant,SECOND GRILL KITCHEN & SEAFOOD,5980,CHURCHILL MEADOWS,BLVD,,Unit,8,MISSISSAUGA,ON,L5M 7MS,1082
Restaurant,SEHMI JAPANESE RESTAURANT,3015,WINSTON CHURCHILL,BLVD,,Unit,3,MISSISSAUGA,ON,L5L 2V8,1083
Restaurant,SELECT SANDWICH,2695,NORTH SHERIDAN,WAY,,Unit,104,MISSISSAUGA,ON,L5K 2N6,1084
Restaurant,SELECT SANDWICH,50,BURNHAMTHORPE,RD,W,Unit,336,MISSISSAUGA,ON,L5B3C2,1085
Restaurant,SELECT SANDWICH,5090,EXPLORER,DR,,Unit,102,MISSISSAUGA,ON,L4W4T9,1086
Restaurant,SELECT SANDWICH,5825,EXPLORER,DR,,,,MISSISSAUGA,ON,L5N 6L4,1087
Restaurant,SENIOR CITIZENS RESIDENCE,2460,TRUSCOTT,DR,,,,MISSISSAUGA,ON,L5J3Z8,1088
Restaurant,SENOR BURRITO INC,2155,LEANNE,BLVD,,Unit,104,MISSISSAUGA,ON,L5K 2K8,1089
Restaurant,SEOUL HOUSE RESTAURANT,265,ENFIELD,PL,,,R100,MISSISSAUGA,ON,L5B3Y7,1090
Restaurant,SHANDRAS ROTI SHOP,5030,MAINGATE,DR,,Unit,19,MISSISSAUGA,ON,L4W1N5,1091
Restaurant,SHANGHAI HOUSE CHINESE RESTAURANT,1014,BURNHAMTHORPE,RD,E,,,MISSISSAUGA,ON,L4Y2X6,1092
Restaurant,SHAWARMA HUT ISIS MEDITERRANEAN CUISINE,17,QUEEN,ST,N,Unit,A-4,MISSISSAUGA,ON,L5N 6A1,1093
Restaurant,SHAWARMA LICIOUS,5130,DIXIE,RD,,Unit,2,MISSISSAUGA,ON,L4W 4K2,1094
Restaurant,SHAWARMA LOVERS,6435,DIXIE,RD,,Unit,10,MISSISSAUGA,ON,L5T1X4,1095
Restaurant,SHIRIN MAHAL BAKERY AND SWEETS,1325,EGLINTON,AVE,E,Unit,14,MISSISSAUGA,ON,L4W 4L9,1096
Restaurant,SHISHA LICIOUS,5130,DIXIE,RD,,Unit,1,MISSISSAUGA,ON,L4W1C9,1097
Restaurant,SHOELESS JOES MEADOWVALE,6570,MEADOWVALE TOWN CENTRE,CIR,,,,MISSISSAUGA,ON,L5N 4B7,1098
Restaurant,SHOELESS JOES SPORTS GRILL,80,COURTNEYPARK,DR,E,Unit,K1,MISSISSAUGA,ON,L5T 2T3,1099
Restaurant,SHORE GRILL AND GROTTO,71,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1C9,1100
Restaurant,SHWRAP,3160,ARGENTIA,RD,,,,MISSISSAUGA,ON,,1101
Restaurant,SILK ROAD,1852,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4X1L9,1102
Restaurant,SILVAS BBQ,925,RATHBURN,RD,E,Unit,C5,MISSISSAUGA,ON,L4W 4C3,1103
Restaurant,SILVERSPOON INC,816,BRITANNIA,RD,W,Unit,3-4,MISSISSAUGA,ON,L5V 0A6,1104
Restaurant,SINAS BBQ,5171,TOMKEN,RD,,Unit,1-2,MISSISSAUGA,ON,L4W 1P1,1105
Restaurant,SINDHI,488,EGLINTON,AVE,W,UNIT,22,MISSISSAUGA,ON,L5R 0G2,1106
Restaurant,SIZZLOZ FLAME GRILLED CHICKEN INC,5606,TENTH,LINE,W,Unit,C1,MISSISSAUGA,ON,L5M 7L9,1107
Restaurant,SKYMARK DELI,2630,SKYMARK,AVE,,Unit,110,MISSISSAUGA,ON,L4W 5A4,1108
Restaurant,SKYMARK DELI,5450,EXPLORER,DR,,,,MISSISSAUGA,ON,L4W 5M1,1109
Restaurant,SKYMARK DELI - ARGENTIA,2000,ARGENTIA,RD,,,PLAZA2,MISSISSAUGA,ON,L5N1P7,1110
Restaurant,SKYWAY CAFE,2410,LUCKNOW,DR,,Unit,A32,MISSISSAUGA,ON,L5S1H3,1111
Restaurant,SKYWAY JACKS,6461,MISSISSAUGA,RD,,Unit,2,MISSISSAUGA,ON,L5N1A6,1112
Restaurant,SNACKS N CHAI CAFE INC,80,COURTNEYPARK,DR,E,Unit,K3,MISSISSAUGA,ON,L5T 2Y3,1113
Restaurant,SNUG HARBOUR SEAFOOD BAR AND GRILL,14,STAVEBANK,RD,S,,,MISSISSAUGA,ON,L5G2T1,1114
Restaurant,SODEXO / TD BANK,1855,BUCKHORN,GATE,,Unit,1-6F,MISSISSAUGA,ON,L4W 5PN,1115
Restaurant,SODEXO / TIM HORTONS,1855,BUCKHORN,GATE,,Unit,1-6F,MISSISSAUGA,ON,L4W 5PN,1116
Restaurant,SODEXO CANADA LTD,5570,EXPLORER,DR,,,,MISSISSAUGA,ON,L4W 5M6,1117
Restaurant,SODEXO CANADA LTD.,2920,MATHESON,BLVD,E,,,MISSISSAUGA,ON,L4W 5R6,1118
Restaurant,SODEXO PATHEON INC,2100,SYNTEX,CRT,,,,MISSISSAUGA,ON,L5N3X4,1119
Restaurant,SODEXO/MATRIX LOGISTICS SERVICES,6941,KENNEDY,RD,,,,MISSISSAUGA,ON,L5T 2R6,1120
Restaurant,SOLSTICE PASTA PIZZA BAR,1801,LAKESHORE,RD,W,Unit,10-12,MISSISSAUGA,ON,L5J1J6,1121
Restaurant,SOMETHIN SWEET 4U,5955,LATIMER,DR,,UNIT,10,MISSISSAUGA,ON,L5V 0B7,1122
Restaurant,SONG COOKS COREAN CHILLI,1310,DUNDAS,ST,E,Unit,5,MISSISSAUGA,ON,L4Y2C1,1123
Restaurant,SOUTH CREEK DONUTS & DELI,2100,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4X 1L9,1124
Restaurant,SOUTH ST BURGER CO,100,CITY CENTRE,DR,,Unit,2-824,MISSISSAUGA,ON,L5B 2G6,1125
Restaurant,SOUTH ST. BURGER CO.,3021,ARGENTIA,RD,,Unit,7,MISSISSAUGA,ON,L5N 8P7,1126
Restaurant,SOUVLAKI HUT,1725,LAKESHORE,RD,W,Unit,B,MISSISSAUGA,ON,L5J 1J4,1127
Restaurant,SOUVLAKI HUT PORT CREDIT,51,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1C9,1128
Restaurant,SOUVLAKI PORT CREDIT - GREEK GRILL,85,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1C9,1129
Restaurant,SPICE LOUNGE & TAPAS,52,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G 1E1,1130
Restaurant,SPIGEL HALL #27022/U OF T/ ERINDALE,3359,MISSISSAUGA,RD,,,,MISSISSAUGA,ON,L5L1C6,1131
Restaurant,SPIN DESSERT CAFE & BISTRO,4188,LIVING ARTS,DR,,UNIT,9,MISSISSAUGA,ON,L5B 0H7,1132
Restaurant,SPOON AND FORK DUNDAS,1225,DUNDAS,ST,E,Unit,14B,MISSISSAUGA,ON,L4Y 2C5,1133
Restaurant,SPRING CAFE,2425,TRUSCOTT,DR,,Unit,19,MISSISSAUGA,ON,L5J 2B4,1134
Restaurant,SPRING ROLLS (SUSSEX),90,BURNHAMTHORPE,RD,W,UNIT ,105,MISSISSAUGA,ON,L5B 3C3,1135
Restaurant,SPROUTS,6956,FINANCIAL,DR,,UNIT,H9,MISSISSAUGA,ON,L5N 8J4,1136
Restaurant,SSP/AMERICAN AIRLINES/ADMIRALS LOUNGE 20153,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,1137
Restaurant,SSP/BOCCONE #20162,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1138
Restaurant,SSP/BOCCONE PRONTO /#20168,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1139
Restaurant,SSP/CAFE RITAZZA PHASE 2 - #20166,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1140
Restaurant,SSP/CAMDEN FOOD CO,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1141
Restaurant,SSP/HAMMERHEAD TIM HORTONS #20172,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1142
Restaurant,SSP/MILL STREET BREW PUB #20159,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1143
Restaurant,SSP/STAFF CENTRE #20161,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1144
Restaurant,SSP/T.OS #20158,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1145
Restaurant,SSP/TIM HORTONS #7105351,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1146
Restaurant,SSP/TIM HORTONS #20165,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1147
Restaurant,SSP/TRANSBORDER TIM HORTONS #20175,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1148
Restaurant,SSP/TRUE BURGER CO,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1149
Restaurant,SSP/TRUE BURGER CO #20174,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1150
Restaurant,ST LOUIS BAR & GRILL,6485,MISSISSAUGA,RD,,,1&2,MISSISSAUGA,ON,L5N1A6,1151
Restaurant,STANDARD SWEETS & SNACKS LTD,2877,DERRY,RD,E,,,MISSISSAUGA,ON,L4T1A6,1152
Restaurant,STANFIELD GRILLHOUSE,2345,STANFIELD,RD,,,,MISSISSAUGA,ON,L4Y 3Y3,1153
Restaurant,STARBUCKS #17423 / SHERIDAN COLLEGE - HAZEL MCCALLION CAMPUS,4180,DUKE OF YORK,BLVD,,,,MISSISSAUGA,ON,L5B 0G5,1154
Restaurant,STARBUCKS #23285 - BELL MOBILITY,5025,CREEKBANK,RD,,UNIT,1C11-01,MISSISSAUGA,ON,,1155
Restaurant,STARBUCKS #4872,2963,ARGENTIA,RD,,Bldg,C,MISSISSAUGA,ON,L5K 1P9,1156
Restaurant,STARBUCKS (U OF T) #27026,3359,MISSISSAUGA,RD,,,,MISSISSAUGA,ON,L5L1C6,1157
Restaurant,STARBUCKS COFFEE # 12467,5015,GLEN ERIN,DR,,,,MISSISSAUGA,ON,L5M 4Z5,1158
Restaurant,STARBUCKS COFFEE # 4007,2116,BURNHAMTHORPE,RD,W,Unit,C3,MISSISSAUGA,ON,L5L 5Z5,1159
Restaurant,STARBUCKS COFFEE # 4635,242,QUEEN,ST,S,,,MISSISSAUGA,ON,L5M1L5,1160
Restaurant,STARBUCKS COFFEE # 4829,6020,HURONTARIO,ST,,Unit,1,MISSISSAUGA,ON,L5R 1B5,1161
Restaurant,STARBUCKS COFFEE #16144,6974,FINANCIAL,DR,,Unit,D1,MISSISSAUGA,ON,L5N 8E8,1162
Restaurant,STARBUCKS COFFEE #17341,1930,FOWLER,DR,,Unit,101,MISSISSAUGA,ON,L5K 0A1,1163
Restaurant,STARBUCKS COFFEE #17557,670,EGLINTON,AVE,W,Unit,5,MISSISSAUGA,ON,L5R 3V2,1164
Restaurant,STARBUCKS COFFEE #19818,1560,DUNDAS,ST,E,Bldg,C3,MISSISSAUGA,ON,L4X 1L4,1165
Restaurant,STARBUCKS COFFEE #20593,5029,HURONTARIO,ST,,Unit,1,MISSISSAUGA,ON,L4Z3X7,1166
Restaurant,STARBUCKS COFFEE #20687,4076,CONFEDERATION,PKWY,,,,MISSISSAUGA,ON,L5B 0G4,1167
Restaurant,STARBUCKS COFFEE #4278,3235,DUNDAS,ST,W,,,MISSISSAUGA,ON,L5L5V7,1168
Restaurant,STARBUCKS COFFEE #4290,3050,VEGA,BLVD,,,,MISSISSAUGA,ON,L5L 5X8,1169
Restaurant,STARBUCKS COFFEE #4303,189,RATHBURN,RD,W,,,MISSISSAUGA,ON,L5B4C1,1170
Restaurant,STARBUCKS COFFEE #4387,111,LAKESHORE,RD,W,,,MISSISSAUGA,ON,L5H1E9,1171
Restaurant,STARBUCKS COFFEE #4408,2100,HURONTARIO,ST,,Unit,4,MISSISSAUGA,ON,,1172
Restaurant,STARBUCKS COFFEE #4469,960,SOUTHDOWN,RD,,Unit,13,MISSISSAUGA,ON,L5Z 1K5,1173
Restaurant,STARBUCKS COFFEE #4478,100,CITY CENTRE,DR,,Unit,1-126,MISSISSAUGA,ON,L5B2C9,1174
Restaurant,STARBUCKS COFFEE #4657,5067,DIXIE,RD,,,,MISSISSAUGA,ON,L5B 2C9,1175
Restaurant,STARBUCKS COFFEE #4665,3035,ARGENTIA,RD,,Unit,7,MISSISSAUGA,ON,,1176
Restaurant,STARBUCKS COFFEE CANADA INC # 16201,3030,THOMAS,ST,,Unit,A407,MISSISSAUGA,ON,L5M 0N7,1177
Restaurant,STARBUCKS KIOSK #23449 ROYAL BANK MEADOWVALE,6880,FINANCIAL,DR,,,,MISSISSAUGA,ON,L5N 7Y5,1178
Restaurant,STIR KITCHEN & BEVERAGE CORP,10,KINGSBRIDGE GARDEN,CIR,,Suite,101,MISSISSAUGA,ON,L5R 3K6,1179
Restaurant,STONEY PIZZA,1200,VANIER,DR,,Unit,8A,MISSISSAUGA,ON,L5H 4C7,1180
Restaurant,STRANO CULINARY SERVICES/ OUR LADY OF MT CARMEL,3700,TRELAWNY,CIR,,,,MISSISSAUGA,ON,,1181
Restaurant,STRANO CULINARY SERVICES/DUFFERIN PEEL CSB,40,MATHESON,BL,W,,,MISSISSAUGA,ON,L5R1C5,1182
Restaurant,STUDENT BIRYANI INC,1010,DREAM CREST,RD,,Unit,1314,MISSISSAUGA,ON,,1183
Restaurant,SUBWAY,2855,DERRY,RD,E,Unit,1,MISSISSAUGA,ON,L4T 1A6,1184
Restaurant,SUBWAY,325,CENTRAL PKY,,W,Unit,50,MISSISSAUGA,ON,L5B3X9,1185
Restaurant,SUBWAY,5019,SPECTRUM,WAY,,Unit,5B,MISSISSAUGA,ON,L4W 0E3,1186
Restaurant,SUBWAY #15423,3041,ARGENTIA,RD,,Unit,M3,MISSISSAUGA,ON,L5N 8P7,1187
Restaurant,SUBWAY AMC MISSISSAUGA,90,COURTNEYPARK,DR,E,Unit,N2,MISSISSAUGA,ON,L5T 2Y3,1188
Restaurant,SUBWAY COLLEGEWAY,3355,THE COLLEGEWAY,,,UNIT,29B,MISSISSAUGA,ON,L5R 5T3,1189
Restaurant,SUBWAY KENNEDY INC,5555,KENNEDY,RD,,,,MISSISSAUGA,ON,L4Z 3E1,1190
Restaurant,SUBWAY SALAD AND SANDWICHES,7070,MCLAUGHLIN,RD,,Unit,B3,MISSISSAUGA,ON,L5W 1W7,1191
Restaurant,SUBWAY SANDWICH,1900,DUNDAS,ST,E,Unit,2,MISSISSAUGA,ON,L4X 2Z4,1192
Restaurant,SUBWAY SANDWICH,2920,ARGENTIA,RD,,,,MISSISSAUGA,ON,L5N 8C5,1193
Restaurant,SUBWAY SANDWICH,35,BRUNEL,RD,,Unit,1,MISSISSAUGA,ON,L4Z 3E8,1194
Restaurant,SUBWAY SANDWICH,720,BRISTOL,RD,W,Unit,8,MISSISSAUGA,ON,L5R 4A3,1195
Restaurant,SUBWAY SANDWICH & SALAD,925,RATHBURN,RD,E,Unit,C7,MISSISSAUGA,ON,L4W 4C3,1196
Restaurant,SUBWAY SANDWICH TOMKEN #26030,7025,TOMKEN,RD,,Unit,1,MISSISSAUGA,ON,L5S1R6,1197
Restaurant,SUBWAY SANDWICHES,100,CITY CENTRE,DR,,Unit,2-101,MISSISSAUGA,ON,L5B2C9,1198
Restaurant,SUBWAY SANDWICHES,1125,DUNDAS,ST,E,Unit,9,MISSISSAUGA,ON,L4Y2C4,1199
Restaurant,SUBWAY SANDWICHES,115,QUEEN,ST,S,Unit,1,MISSISSAUGA,ON,L5M 1K7,1200
Restaurant,SUBWAY SANDWICHES,1525,BRISTOL,RD,W,Unit,9,MISSISSAUGA,ON,L5M 4Z1,1201
Restaurant,SUBWAY SANDWICHES,2136,BURNHAMTHORPE,RD,W,Unit,E-3,MISSISSAUGA,ON,L5L 5Z5,1202
Restaurant,SUBWAY SANDWICHES,2555,ERIN CENTRE,BLVD,,Unit,6,MISSISSAUGA,ON,L5M5H1,1203
Restaurant,SUBWAY SANDWICHES,3024,HURONTARIO,ST,,Unit,G7,MISSISSAUGA,ON,L5B 4M4,1204
Restaurant,SUBWAY SANDWICHES,3045,CLAYHILL,RD,,Unit,10,MISSISSAUGA,ON,L5B 4Z2,1205
Restaurant,SUBWAY SANDWICHES,5602,TENTH,LINE,W,Unit,113,MISSISSAUGA,ON,L5M 6S3,1206
Restaurant,SUBWAY SANDWICHES,5636,GLEN ERIN,DR,,Unit,2A,MISSISSAUGA,ON,L5M 6B1,1207
Restaurant,SUBWAY SANDWICHES,6465,AIRPORT,RD,,Unit,103,MISSISSAUGA,ON,L4V1E4,1208
Restaurant,SUBWAY SANDWICHES,6465,MILLCREEK,DR,,Unit,110,MISSISSAUGA,ON,L5N5R3,1209
Restaurant,SUBWAY SANDWICHES,6750,WINSTON CHURCHILL,BLVD,,Unit,9B,MISSISSAUGA,ON,L5N 4C4,1210
Restaurant,SUBWAY SANDWICHES & NEW YORK FRIES,1475,AEROWOOD,DR,,UNIT,B03,MISSISSAUGA,ON,L4W 1C2,1211
Restaurant,SUBWAY SANDWICHES & SALADS,1100,BURNHAMTHORPE,RD,W,Unit,11A,MISSISSAUGA,ON,L5C4G4,1212
Restaurant,SUBWAY SANDWICHES & SALADS,1375,SOUTHDOWN,RD,,Unit,4&5,MISSISSAUGA,ON,L5J2Z1,1213
Restaurant,SUBWAY SANDWICHES & SALADS,1891,RATHBURN,RD,E,UNIT,18,MISSISSAUGA,ON,L4W 3Z3,1214
Restaurant,SUBWAY SANDWICHES & SALADS,20,KINGSBRIDGE GARDEN,CIR,,Unit,3,MISSISSAUGA,ON,L5R 3K7,1215
Restaurant,SUBWAY SANDWICHES & SALADS,2458,DUNDAS,ST,W,Unit,1A,MISSISSAUGA,ON,L5K 1R8,1216
Restaurant,SUBWAY SANDWICHES & SALADS,252,LAKESHORE,RD,W,Unit,2,MISSISSAUGA,ON,L5H 1G6,1217
Restaurant,SUBWAY SANDWICHES & SALADS,40,BRISTOL,RD,E,Unit,3,MISSISSAUGA,ON,L4Z3K8,1218
Restaurant,SUBWAY SANDWICHES & SALADS,4141,DIXIE,RD,,Unit,9,MISSISSAUGA,ON,L4W1V5,1219
Restaurant,SUBWAY SANDWICHES & SALADS,4870,TOMKEN,RD,,Unit,8,MISSISSAUGA,ON,L4W 1J8,1220
Restaurant,SUBWAY SANDWICHES & SALADS,5067,DIXIE,RD,,Unit,3,MISSISSAUGA,ON,L4W 5S6,1221
Restaurant,SUBWAY SANDWICHES & SALADS,5100,ERIN MILLS,PKWY,,,F3,MISSISSAUGA,ON,L5M4Z5,1222
Restaurant,SUBWAY SANDWICHES & SALADS,5835,DIXIE,RD,,Unit,4,MISSISSAUGA,ON,L4W4V7,1223
Restaurant,SUBWAY SANDWICHES & SALADS,5975,TERRY FOX,WAY,,,,MISSISSAUGA,ON,L5V 2N7,1224
Restaurant,SUBWAY SANDWICHES & SALADS,5985,MAVIS,RD,,Unit,A2,MISSISSAUGA,ON,L5R3T7,1225
Restaurant,SUBWAY SANDWICHES & SALADS,6200,DIXIE,RD,,Unit,104,MISSISSAUGA,ON,L5T 1A6,1226
Restaurant,SUBWAY SANDWICHES & SALADS,645,LAKESHORE,RD,E,Unit,1,MISSISSAUGA,ON,L5G1J5,1227
Restaurant,SUBWAY SANDWICHES & SALADS,7125,GOREWAY,DR,,Unit,102,MISSISSAUGA,ON,L4T4H3,1228
Restaurant,SUBWAY SANDWICHES AND SALADS,285,ENFIELD,PL,,,R102,MISSISSAUGA,ON,L5B3Y6,1229
Restaurant,SUBWAY SANDWICHES AND SALADS,6065,CREDITVIEW,RD,,,E105,MISSISSAUGA,ON,L5V2A8,1230
Restaurant,SUGAR MARMALADE (MISSISSAUGA),780,BURNHAMTHORPE,RD,W,UNIT,2A,MISSISSAUGA,ON,L5C 3X3,1231
Restaurant,SUKIYAKI,1250,SOUTH SERVICE,RD,,Unit,74,MISSISSAUGA,ON,L5E 1V4,1232
Restaurant,SUMMIT GARDEN CHINESE CUISINE,3015,WINSTON CHURCHILL,BLVD,,Unit,108,MISSISSAUGA,ON,L5L2V8,1233
Restaurant,SUNNYSIDE GRILL,1375,SOUTHDOWN,RD,,UNIT ,11,MISSISSAUGA,ON,L5J 2Z1,1234
Restaurant,SUNSET GRILL,102,LAKESHORE,RD,W,,,MISSISSAUGA,ON,L5H1E8,1235
Restaurant,SUNSET GRILL,1510,DUNDAS,ST,E,Unit,1,MISSISSAUGA,ON,L4X 1Z4,1236
Restaurant,SUNSET GRILL,2901,EGLINTON,AVE,W,Unit,"C1,C2",MISSISSAUGA,ON,L5M 6J3,1237
Restaurant,SUNSET GRILL,3021,ARGENTIA,RD,,Unit,903,MISSISSAUGA,ON,,1238
Restaurant,SUNSET GRILL,5089,DIXIE,RD,,Unit,B3,MISSISSAUGA,ON,L4W 0E6,1239
Restaurant,SUNSHINE CAFETERIA CORPORATION,385,SOUTHDOWN,RD,,,,MISSISSAUGA,ON,L5J2Y3,1240
Restaurant,SUPER MACK RESTAURANT,5960,DIXIE,RD,,,,MISSISSAUGA,ON,L4W1E9,1241
Restaurant,SUSHI FOR YOU,6465,MILLCREEK,DR,,Unit,181,MISSISSAUGA,ON,L5N 5R3,1242
Restaurant,SUSHI JUN EXPRESS,1415,BONHILL,RD,,Unit,19,MISSISSAUGA,ON,L5T1R2,1243
Restaurant,SUSHI KOKO,800,DUNDAS,ST,E,Unit,A,MISSISSAUGA,ON,L4Y 2B6,1244
Restaurant,SUSHI ONE INC,670,EGLINTON,AVE,W,Unit,4,MISSISSAUGA,ON,L5R 3V2,1245
Restaurant,SUSHI SUSHI,6400,MILLCREEK,DR,,Unit,1,MISSISSAUGA,ON,L5N 3E7,1246
Restaurant,SUSHI TEI JAPANESE RESTAURANT,4040,CREDITVIEW,RD,,Unit,12,MISSISSAUGA,ON,L5C  3Y8,1247
Restaurant,SWAGRUHAS INC,2970,DREW,RD,,Unit,101,MISSISSAUGA,ON,L4T 0A1,1248
Restaurant,SWEET ROSIES,6711,MISSISSAUGA,RD,,Unit,110,MISSISSAUGA,ON,L5N2W3,1249
Restaurant,SWISS CHALET,5165,DIXIE,RD,,,,MISSISSAUGA,ON,L4W4G1,1250
Restaurant,SWISS CHALET #1192,1170,BURNHAMTHORPE,RD,W,Unit,12-14,MISSISSAUGA,ON,L5C 4E6,1251
Restaurant,SWISS CHALET B.B.Q.,2155,LEANNE,BLVD,,Unit,6,MISSISSAUGA,ON,L5K 2K8,1252
Restaurant,SWISS CHALET EXPRESS,252,LAKESHORE,RD,W,Unit,3,MISSISSAUGA,ON,L5G 1G9,1253
Restaurant,SWISS CHALET EXPRESS,252,LAKESHORE,RD,W,Unit,3,MISSISSAUGA,ON,L5G 1G9,1254
Restaurant,SWISS CHALET PLUS,5990,MCLAUGHLIN,RD,,,,MISSISSAUGA,ON,L5R 3X9,1255
Restaurant,SWISS CHALET ROTISSERIE & GRILL,1455,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4X 1L3,1256
Restaurant,SWISS CHALET ROTISSERIE & GRILL,2975,EGLINTON,AVE,W,,,MISSISSAUGA,ON,L5M 6J3,1257
Restaurant,SWISS CHALET ROTISSERIE & GRILL,6430,ERIN MILLS,PKWY,,,,MISSISSAUGA,ON,L5N 3P3,1258
Restaurant,SWISS CHALET ROTISSERIE & GRILL,6970,FINANCIAL,DR,,,,MISSISSAUGA,ON,,1259
Restaurant,SWITZERS AIRPORT DELI CITY,7310,TORBRAM,RD,,Unit,1,MISSISSAUGA,ON,L4T3X2,1260
Restaurant,SYMPOSIUM CAFE,3055,DUNDAS,ST,W,Unit,14,MISSISSAUGA,ON,L5L3R8,1261
