lat,lon
43.6529979,-79.613921
43.6090742,-79.7598048
43.6584614,-79.726643
43.6584631,-79.6036919
43.5523899,-79.5857626
43.6584614,-79.726643
43.6090458,-79.752253
43.6584614,-79.726643
43.6059006,-79.7571196
43.6361157,-79.6962066
43.6386827,-79.650517
43.6553805,-79.6077663
43.6584614,-79.726643
43.601173,-79.753657
43.6384887,-79.6502583
43.6601364,-79.6002607
43.6097081,-79.7524297
43.6584614,-79.726643
43.639013,-79.650297
43.6625941,-79.5997024
43.6584614,-79.726643
43.639069,-79.650216
43.6647434,-79.5960612
43.6584614,-79.726643
43.6099946,-79.7391775
43.6258931,-79.6701744
43.6584614,-79.726643
43.6660834,-79.5912082
43.626549,-79.671088
43.6195213,-79.6716209
43.6584614,-79.726643
43.610099,-79.7456832
43.6584614,-79.726643
43.615625,-79.6745619
43.6181961,-79.6732124
43.6099807,-79.7429887
43.6584614,-79.726643
43.6179695,-79.6737386
43.6388106,-79.6087802
43.6584614,-79.726643
43.6387229,-79.6088862
43.6174115,-79.671958
43.6584614,-79.726643
43.616848,-79.672742
43.6584614,-79.726643
43.6237598,-79.7353931
43.6170002,-79.6735903
43.5653872,-79.5949218
43.6439171,-79.6136167
43.6584614,-79.726643
43.6164405,-79.676214
43.6473812,-79.7091227
43.6584614,-79.726643
43.5701399,-79.6377477
43.6584614,-79.726643
43.6356694,-79.694553
43.5698716,-79.6401615
43.6584614,-79.726643
43.6272075,-79.700971
43.6584614,-79.726643
43.6248789,-79.6651477
43.6378559,-79.6943489
