BUSINESSTYPE,BUSINESSNAME,STREETNUMBER,STREET,STREETTYPE,STREETDIR,UNITTYPE,UNITY,CITY,PROV,POSTAL,OBJECTID,lon,lat
Restaurant,PHO - HUNG RESTAURANT MISSISSAUGA LTD,1195,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4Y2C5,926,-79.588788,43.6056891
Restaurant,PHO AO SEN,3221,DERRY,RD,W,Unit,22,MISSISSAUGA,ON,L5N 7L7,927,-79.7781855,43.5830933
Restaurant,PHO BIG BOWL,2655,LIRUMA,RD,,Unit,2,MISSISSAUGA,ON,L5K 1Y8,928,-79.6710847,43.5304288
Restaurant,PHO COM 99,3100,DIXIE,RD,,Unit,4,MISSISSAUGA,ON,L4Y2A6,929,-79.5866813,43.6102473
Restaurant,PHO DAU BO (BRISTOL) RESTAURANT,1525,BRISTOL,RD,W,Unit,14,MISSISSAUGA,ON,L5M 4Z1,930,-79.6987924,43.586169
Restaurant,PHO DAU BO RESTAURANT,1125,DUNDAS,ST,E,Unit,11,MISSISSAUGA,ON,L4Y2C4,931,-79.5910701,43.603968
Restaurant,PHO DO THI,25,DUNDAS,ST,E,Unit,25,MISSISSAUGA,ON,L5A 1V9,932,-79.6156435,43.5815625
Restaurant,PHO FUZION LTD.,720,BRISTOL,RD,W,UNIT,2,MISSISSAUGA,ON,,933,NA,NA
Restaurant,PHO LE,1842,LAKESHORE,RD,W,,,MISSISSAUGA,ON,L5J1J7,934,-79.625471,43.514665
Restaurant,PHO MI 289,6550,MEADOWVALE TOWN CENTRE,CIR,,UNIT,M6,MISSISSAUGA,ON,L5N 4B7,935,-79.7606655,43.5827032
Restaurant,PHO MI 99 VIETNAMESE RESTAURANT,5955,LATIMER,DR,,UNIT,8,Mississauga,ON,L5V 0B7,936,-79.6973509,43.607805
Restaurant,PHO MI 99 VIETNAMESE RESTAURANT,60,DUNDAS,ST,E,Unit,5A,MISSISSAUGA,ON,L5A 1W4,937,-79.613362,43.5817994
Restaurant,PHO MI ASIA RESTAURANT,1248,DUNDAS,ST,E,Unit,12,MISSISSAUGA,ON,L4X 2C7,938,-79.5824679,43.6140178
Restaurant,PHO MI BINH MINH INC,680,SILVER CREEK,BLVD,,Unit,12,MISSISSAUGA,ON,L5A 3Z1,939,-79.6028311,43.5950958
Restaurant,PHO PHO PHO,1135,DERRY,RD,E,,,MISSISSAUGA,ON,L5T1P3,940,-79.6823091,43.6684024
Restaurant,PHO QUEEN CITY INC,3085,HURONTARIO,ST,,Unit,13-15,MISSISSAUGA,ON,L5A 4E4,941,-79.6184954,43.5823063
Restaurant,PHO TO INC.,3415,DIXIE,RD,,Unit,11B,MISSISSAUGA,ON,L4Y 4J6,942,-79.5952832,43.6180145
Restaurant,PHO-MI 99 VIETNAMESE RESTAURANT,3920,GRAND PARK,DR,,Unit,D-1,MISSISSAUGA,ON,L5B 4M6,943,-79.6463509,43.5824369
Restaurant,PHO-MI 99 VIETNAMESE RESTAURANT,4557,HURONTARIO,ST,,Unit,B.8,MISSISSAUGA,ON,L4Z 3M2,944,-79.6499474,43.6066064
Restaurant,PHOENIX CHINESE RESTAURANT,4040,CREDITVIEW,RD,,Unit,6&7,MISSISSAUGA,ON,L5C4E3,945,-79.6675768,43.5687679
Restaurant,PIATTO BISTRO,1646,DUNDAS,ST,W,,,MISSISSAUGA,ON,L5C1E6,946,-79.6545963,43.544394
Restaurant,PITA & GRILL,134,DUNDAS,ST,W,Unit,1,MISSISSAUGA,ON,L5B1H9,947,-79.6195045,43.5771611
Restaurant,PITA AND GRILL,1275,EGLINTON,AVE,E,Unit,62A,MISSISSAUGA,ON,L4W2Z2,948,-79.6233652,43.6336488
Restaurant,PITA AND GRILL,29,AVENTURA,CRT,,UNIT,3,Mississauga,ON,L5T 3A1,949,-79.7038771,43.6452867
Restaurant,PITA BOSS,3221,DERRY,RD,E,UNIT ,8,MISSISSAUGA,ON,L5N 7L7,950,-79.7781855,43.5830933
Restaurant,PITA LAND EGLINTON,30,EGLINTON,AVE,W,Unit,12B,MISSISSAUGA,ON,L5R 3E7,951,-79.6526666,43.605592
Restaurant,PITA LITE,2325,MATHESON,BLVD,E,Unit,4,MISSISSAUGA,ON,L4W 5B6,952,-79.6056395,43.6541359
Restaurant,PITA NUTSO,241,QUEEN,ST,S,Unit,A,MISSISSAUGA,ON,L5M1L7,953,-79.7117665,43.5805105
Restaurant,PITA PIT,125,LAKESHORE,RD,E,Unit,A-16B,MISSISSAUGA,ON,L5G 1E5,954,-79.5819412,43.5543984
Restaurant,PITA PIT,6085,CREDITVIEW,RD,,UNIT,16,MISSISSAUGA,ON,L5V 2A8,955,-79.713169,43.5990613
Restaurant,PIZZA DEPOT,3945,DOUG LEAVENS,BLVD,,Unit,107,MISSISSAUGA,ON,L5N 0A5,956,-79.773981,43.5684453
Restaurant,PIZZA HUT,1900,FOWLER,DR,,Unit,D-111,MISSISSAUGA,ON,,957,NA,NA
Restaurant,PIZZA HUT,4559,HURONTARIO,ST,,,,MISSISSAUGA,ON,L4Z3L9,958,-79.6491579,43.605272
Restaurant,PIZZA HUT #4331,848,BURNHAMTHORPE,RD,W,,,MISSISSAUGA,ON,L5C2S3,959,-79.6561751,43.5744171
Restaurant,PIZZA NOVA,1211,HURONTARIO,ST,,UNIT,104A,MISSISSAUGA,ON,L5G 3H2,960,-79.5875591,43.5599677
Restaurant,PIZZA NOVA,7235,BELLSHIRE,GATE,,Unit,5,MISSISSAUGA,ON,L5N 8A2,961,-79.747348,43.6219074
Restaurant,PIZZA NOVA #56,6040,GLEN ERIN,DR,,Unit,5,MISSISSAUGA,ON,L5N 3M4,962,-79.739637,43.5748593
Restaurant,PIZZA NOVA 31,1020,CANADIAN,PL,,,,MISSISSAUGA,ON,L4W 1J9,963,-79.6256465,43.624803
Restaurant,PIZZA PIZZA,2500,HURONTARIO,ST,,Unit,34,MISSISSAUGA,ON,L5B 1N4,964,-79.614064,43.5777034
Restaurant,PIZZA PIZZA  #68,1375,SOUTHDOWN,RD,,,17-19,MISSISSAUGA,ON,L5J2Z1,965,-79.639333,43.5187581
Restaurant,PIZZA PIZZA  #93,707,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1J7,966,-79.5660511,43.5704011
Restaurant,PIZZA PIZZA # 71,1093,DUNDAS,ST,W,,,MISSISSAUGA,ON,L5C 1C4,967,-79.6437193,43.5573775
Restaurant,PIZZA PIZZA #149,6065,CREDITVIEW,RD,,,100-01,MISSISSAUGA,ON,L5V2A8,968,-79.713169,43.5990613
Restaurant,PIZZA PIZZA #22,3960,GRAND PARK,DR,,Unit,1,MISSISSAUGA,ON,L5B 4M6,969,-79.6463509,43.5824369
Restaurant,PIZZA PIZZA #259,6975,MEADOWVALE TOWN CENTRE,CIR,,Unit,10,MISSISSAUGA,ON,,970,NA,NA
Restaurant,PIZZA PIZZA #266,2255,ERIN MILLS,PKWY,,,,MISSISSAUGA,ON,L5K 1T9,971,-79.6523157,43.5309503
Restaurant,PIZZA PIZZA #267,5602,TENTH,LINE,W,Unit,114,MISSISSAUGA,ON,,972,NA,NA
Restaurant,PIZZA PIZZA #268,2690,ERIN CENTRE,BLVD,,Unit,A007,MISSISSAUGA,ON,L5M 5P5,973,-79.7157987,43.5584313
Restaurant,PIZZA PIZZA #27021- U OF T/ERINDALE,3359,MISSISSAUGA,RD,,,,MISSISSAUGA,ON,L5L1C6,974,-79.6621392,43.5473118
Restaurant,PIZZA PIZZA #276,1403,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4X1L3,975,-79.5824679,43.6116423
Restaurant,PIZZA PIZZA #278,7070,MCLAUGHLIN,RD,,Bldg,B7,MISSISSAUGA,ON,L5W 1W7,976,-79.7179023,43.6364655
Restaurant,PIZZA PIZZA #279,1585,MISSISSAUGA VALLEY,BLVD,,Unit,6,MISSISSAUGA,ON,L5A 3W9,977,-79.6259975,43.592463
Restaurant,PIZZA PIZZA #35,4120,DIXIE,RD,,Unit,1B,MISSISSAUGA,ON,L4W 4V8,978,-79.6063415,43.6245207
Restaurant,PIZZA PIZZA #67,2273,DUNDAS,ST,W,,16,MISSISSAUGA,ON,L5K2L8,979,-79.6723124,43.5324742
Restaurant,PIZZA PIZZA #82,2760,DERRY,RD,W,Unit,11,MISSISSAUGA,ON,L5N3N5,980,-79.7641698,43.5937183
Restaurant,PIZZA PIZZA #92,7125,GOREWAY,DR,,Unit,101,MISSISSAUGA,ON,L4T2T5,981,-79.6352975,43.7165993
Restaurant,PIZZA POP INC.,3355,THE COLLEGEWAY,,,Unit,3,MISSISSAUGA,ON,L5L5T3,982,-79.7045784,43.5241001
Restaurant,PIZZAIOLO RESTAURANT INC,56,LAKESHORE,RD,E,Unit,A,MISSISSAUGA,ON,,983,NA,NA
Restaurant,PIZZANO PIZZA AND WINGS,1125,DUNDAS,ST,E,Unit,3,MISSISSAUGA,ON,L4Y2C4,984,-79.5910701,43.603968
Restaurant,PIZZAWAY RESTAURANT,6355,AIRPORT,RD,,,,MISSISSAUGA,ON,L9V 1E4,985,-80.2321313,44.1696035
Restaurant,PLAKA RESTAURANT,2601,MATHESON,BLVD,E,Unit,33,MISSISSAUGA,ON,L4W 5A8,986,-79.6007248,43.6596193
Restaurant,PLAYDIUM,99,RATHBURN,RD,W,,,MISSISSAUGA,ON,L5B4C1,987,-79.6481053,43.594779
Restaurant,POMODORO ITALIAN KITCHEN,49,MATHESON,BLVD,E,Unit,3,MISSISSAUGA,ON,L4Z2Y5,988,-79.668103,43.620066
Restaurant,POPEYES,325,CENTRAL,PKWY,W,UNIT,7A,MISSISSAUGA,ON,L5B 3X5,989,-79.637403,43.5734475
Restaurant,POPEYES LOUISIAN KITCHEN,7205,GOREWAY,DR,,Unit,37G,MISSISSAUGA,ON,L4T 2T9,990,-79.6382803,43.719687
Restaurant,POPEYES LOUISIANA KITCHEN,1370,DUNDAS,ST,E,Unit,6,MISSISSAUGA,ON,L4Y4G4,991,-79.5836968,43.6080431
Restaurant,POPEYES LOUISIANA KITCHEN,2515,HURONTARIO,ST,,,101,MISSISSAUGA,ON,L5A4C8,992,-79.6139763,43.5794041
Restaurant,POPEYES LOUISIANA KITCHEN,3087,WINSTON CHURCHILL,BLVD,,Unit,2,MISSISSAUGA,ON,,993,NA,NA
Restaurant,POPEYES LOUISIANA KITCHEN,5101,DIXIE,RD,,UNIT,A1,MISSISSAUGA,ON,L4W 5K1,994,-79.6231897,43.6385304
Restaurant,POPEYES LOUISIANA KITCHEN,5985,MAVIS,RD,,Unit,3,MISSISSAUGA,ON,L5R 3T7,995,-79.6933568,43.6116711
Restaurant,POPEYES LOUISIANA KITCHEN,6750,WINSTON CHURCHILL,BLVD,,Unit,1 & 2,MISSISSAUGA,ON,L5N 4C4,996,-79.7648706,43.5830824
Restaurant,POPEYES LOUISIANA KITCHEN,7080,SAINT BARBARA,BLVD,,UNIT,1-2,MISSISSAUGA,ON,L5N 0E6,997,6.1903658,51.6248264
Restaurant,POPULAR PIZZA #9,5380,TERRY FOX,WAY,,Unit,12,MISSISSAUGA,ON,L5V 0A5,998,-79.6847643,43.5947005
Restaurant,PORT 229 ARTISAN BISTRO,231,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1G8,999,-79.5770252,43.5592979
Restaurant,PORT CREDIT YACHT CLUB,115,LAKEFRONT PROM,,,,,MISSISSAUGA,ON,L5E3G6,1000,-79.5596415,43.5652792
Restaurant,PORTA VIA,1,CITY CENTRE,DR,,Unit,101,MISSISSAUGA,ON,L5B 1M2,1001,-79.6410875,43.5965153
Restaurant,PORTA VIA,7145,WEST CREDIT,AVE,,Unit,103,MISSISSAUGA,ON,L5N 6J7,1002,-79.7557593,43.6090037
Restaurant,PORTUGUESE CULTURAL CENTRE OF MISSISSAUGA,53,QUEEN,ST,N,,,MISSISSAUGA,ON,L5N 1A2,1003,-79.7240376,43.5896462
Restaurant,POSTCARD RESTAURANT & BAR INC,5825,DIXIE,RD,,,,MISSISSAUGA,ON,L4W 4V7,1004,-79.6421402,43.6527264
Restaurant,POTLUCK RESTAURANT,2150,BURNHAMTHORPE,RD,W,Unit,H15,MISSISSAUGA,ON,L5L 3A2,1005,-79.6843258,43.5449439
Restaurant,POTLUCK RESTAURANT,3075,RIDGEWAY,DR,,Unit,28,MISSISSAUGA,ON,L5L 5M6,1006,-79.6891483,43.5191288
Restaurant,POTLUCK RESTAURANT,6590,MEADOWVALE TOWN CENTRE,CIR,,Unit,J10,MISSISSAUGA,ON,L5N 4B7,1007,-79.7606655,43.5827032
Restaurant,POTLUCK RESTAURANT,7070,SAINT BARBARA,BLVD,,Unit,40,MISSISSAUGA,ON,L5W 0E6,1008,-79.7150974,43.63918
Restaurant,PRINCE SUSHI,90,COURTNEYPARK,DR,E,Unit,N4,MISSISSAUGA,ON,L5T 2Y3,1009,-79.6902004,43.636624
Restaurant,PROBERRY,1010,DREAM CREST,RD,,Unit,3,MISSISSAUGA,ON,L5V 3A4,1010,-79.6797662,43.5912006
Restaurant,PROWLER CAFE/DIXIE CHRYSLER,5280,DIXIE,RD,,,,MISSISSAUGA,ON,L4W2A7,1011,-79.6288051,43.6408247
Restaurant,PUMP ON RATHBURN,1891,RATHBURN,RD,E,Unit,16,MISSISSAUGA,ON,L4W 3Z3,1012,-79.5958098,43.636023
Restaurant,PUMPERNICKELS,1,ROBERT SPECK,PKWY,,UNIT,106,MISSISSAUGA,ON,L4Z 3M3,1013,-79.6386312,43.5971822
Restaurant,PUMPERNICKELS/THE CREDIT VALLEY,2200,EGLINTON,AVE,W,Unit,5,MISSISSAUGA,ON,L5M 2N1,1014,-79.7024745,43.5596019
Restaurant,PUNJABI DHABA,2855,DERRY,RD,E,UNIT,3,MISSISSAUGA,ON,L4T 1A3,1015,-79.6466141,43.7005155
Restaurant,PURE GOLD ADULT ENTERTAINMENT,2630,ROYAL WINDSOR,DR,,Unit,1,MISSISSAUGA,ON,L5J 1K7,1016,-79.6375784,43.5004446
Restaurant,QOOLA FROZEN YOGURT,100,CITY CENTRE,DR,,Unit,2-829,MISSISSAUGA,ON,L5B 2C9,1017,-79.6424911,43.5930784
Restaurant,QUEEN CITY DISTILLERY DISTRICT BREW PUB / T3 - PIER A,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,1018,-79.6628408,43.6691521
Restaurant,QUEENS FISH & CHIPS,131,QUEEN,ST,S,,,MISSISSAUGA,ON,L5M1K9,1019,-79.7158863,43.5837816
Restaurant,QUIAPO! QUIAPO!,4040,CREDITVIEW,RD,,Unit,B3,MISSISSAUGA,ON,L5C 3Y8,1020,-79.6666998,43.5676477
Restaurant,QUIK CHIK,3355,HURONTARIO,ST,,Unit,2,MISSISSAUGA,ON,L5A4E7,1021,-79.625822,43.5875447
Restaurant,QUIK CHIK,801,MATHESON,BLVD,W,Unit,16,MISSISSAUGA,ON,L5V 2N6,1022,-79.6903758,43.6070934
Restaurant,QUIZNOS SUB,5170,DIXIE,RD,,Unit,105,MISSISSAUGA,ON,L4W 1E3,1023,-79.6259975,43.6387872
Restaurant,QUIZNOS SUB,7235,BELLSHIRE,GATE,,Unit,6,MISSISSAUGA,ON,L5N 7X1,1024,-79.7430545,43.6217422
Restaurant,QUIZNOS SUB,7460,AIRPORT,RD,,UNIT,B,MISSISSAUGA,ON,L4T 2H6,1025,-79.6445965,43.7161148
Restaurant,QUIZNOS SUB,960,SOUTHDOWN,RD,,Unit,C-11,MISSISSAUGA,ON,L5J 2Y4,1026,-79.6263484,43.5041809
Restaurant,R CORNER DINER,2386,HAINES,RD,,Unit,19,MISSISSAUGA,ON,L4Y1Y6,1027,-79.5947566,43.5946527
Restaurant,R.K. SWEETS RESTAURANT,755,DUNDAS,ST,W,,A-5,MISSISSAUGA,ON,L5C3B6,1028,-79.635122,43.564768
Restaurant,RADICAS HOT & SPICY RESTAURANT & LOUNGE,3105,WINSTON CHURCHILL,BLVD,,Unit,3,MISSISSAUGA,ON,L5L5S3,1029,-79.6837121,43.5253296
Restaurant,RAMA GAMING CENTRE,2295,BATTLEFORD,RD,,,,MISSISSAUGA,ON,L5N2W8,1030,-79.7392865,43.5864195
Restaurant,RAW AURA ORGANIC CUISINE,94,LAKESHORE,RD,E,Unit,B,MISSISSAUGA,ON,L5G1E3,1031,-79.5840479,43.5536999
Restaurant,RAYS FAMILY  RESTAURANT,833,WESTLOCK,RD,,Unit,8,MISSISSAUGA,ON,L5C 1K7,1032,-79.6424034,43.5665475
Restaurant,RDS SOUTHERN BBQ INC,25,AVENTURA,CRT,,,,Mississauga,ON,,1033,NA,NA
Restaurant,REAL AUTHENTIC JAMAICAN RESTAURANT AND BAR,7385,TORBRAM,RD,,Unit,16,MISSISSAUGA,ON,L4T3Y9,1034,-79.6630163,43.7025298
Restaurant,REAL CANADIAN SUPERSTORE # 2841,3045,MAVIS,RD,,,,MISSISSAUGA,ON,L5C 1T7,1035,-79.6467018,43.5780112
Restaurant,REAL CANADIAN SUPERSTORE/LOBLAWS #1080,3050,ARGENTIA,RD,,,,MISSISSAUGA,ON,L5N 8E1,1036,-79.7883455,43.5967872
Restaurant,REAL FRUIT BUBBLE TEA,4141,DIXIE,RD,,,,MISSISSAUGA,ON,L4W 3X3,1037,-79.6037965,43.6374229
Restaurant,RED LION BAR & BISTRO,1077,NORTH SERVICE,RD,,,,MISSISSAUGA,ON,L4Y 1A6,1038,-79.5742159,43.5926186
Restaurant,RED LOBSTER RESTAURANT #8105,790,BURNHAMTHORPE,RD,W,,,MISSISSAUGA,ON,L5C4G3,1039,-79.652842,43.5772339
Restaurant,RED LOTUS RESTAURANT,1177,CENTRAL PKY,,W,Unit,11,MISSISSAUGA,ON,L5C 4P3,1040,-79.6603851,43.567667
Restaurant,RED ORANGE BISTRO,5425,CREDITVIEW,RD,,Unit,2,MISSISSAUGA,ON,,1041,NA,NA
Restaurant,RED SPOON,1076,CARDIFF,BLVD,,Unit,2,3B,MISSISSAUGA,ON,L5S1M4,1042,-79.6865179,43.669675
Restaurant,REGGAE FUSION RESTAURANT,1107,BRITANNIA,RD,E,Unit,19,MISSISSAUGA,ON,L4W3X1,1043,-79.6575784,43.6470124
Restaurant,RENA CUCINA,2708,RENA,RD,,,,MISSISSAUGA,ON,L4T 3J9,1044,-79.6619638,43.7098446
Restaurant,REYAN RESTAURANT,75,DUNDAS,ST,W,,,MISSISSAUGA,ON,L5B1H7,1045,-79.6188025,43.5785828
Restaurant,RIB EYE JACKS ALE HOUSE,6531,MISSISSAUGA,RD,,,,MISSISSAUGA,ON,L5N1A6,1046,-79.7368328,43.5989753
Restaurant,RICE & ROTI INC.,6980,MARITZ,DR,,UNIT ,12,MISSISSAUGA,ON,L5W 1Z3,1047,-79.7087862,43.6427638
Restaurant,RICHTREE NATURAL MARKET RESTAURANTS,100,CITY CENTRE,DR,,Unit,1-710,MISSISSAUGA,ON,L5B 2C9,1048,-79.6424911,43.5930784
Restaurant,RISTORANTE ALIOLI,350,BURNHAMTHORPE,RD,W,Unit,123,MISSISSAUGA,ON,L5B 3J1,1049,-79.6435438,43.5857465
Restaurant,ROBIN 341 PIZZA & WINGS INC.,3353,THE CREDIT WOODLANDS,,,Unit,4,MISSISSAUGA,ON,L5C 2K1,1050,-79.6577538,43.559252
Restaurant,ROCN DOCS BAR & GRILLE,105,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1E2,1051,-79.5833457,43.5533381
Restaurant,ROGUES RESTAURANT,1900,DUNDAS,ST,W,,,MISSISSAUGA,ON,L5K1P9,1052,-79.6626654,43.539181
Restaurant,ROMA ITALIAN RESTAURANT,6350,TOMKEN,RD,,Unit,10,MISSISSAUGA,ON,L5T 1Y3,1053,-79.6679276,43.6525551
Restaurant,ROMAN ZAMAN,325,CENTRAL PKY,,W,Unit,8,MISSISSAUGA,ON,L5B 3X9,1054,-79.6379294,43.5834511
Restaurant,ROYAL JASMINE,5165,DIXIE,RD,,Unit,3,MISSISSAUGA,ON,L4W4G1,1055,-79.6245936,43.639846
Restaurant,ROYALTY FOOD SERVICE INC,2699,SPEAKMAN,DR,,,,MISSISSAUGA,ON,L5K 1B1,1056,-79.6649457,43.5178202
Restaurant,ROYALTY FOOD SERVICE INC,2800,SPEAKMAN,DR,,,,MISSISSAUGA,ON,L5K2R7,1057,-79.6702077,43.515026
Restaurant,RUBYS GRILL,120,TRADERS,BLVD,E,Unit,110,MISSISSAUGA,ON,L4Z2H7,1058,-79.673014,43.6234824
Restaurant,RUTHS CHRIS STEAK HOUSE,77,CITY CENTRE,DR,,UNIT,100,MISSISSAUGA,ON,L5B1M5,1059,-79.6379294,43.5923648
Restaurant,SAFARI MEDITERRANEAN GRILL,723,CENTRAL PKY,,W,Unit,101,MISSISSAUGA,ON,L5B 4L1,1060,-79.6449474,43.5769596
Restaurant,SAGA CITY PIZZA,2960,DREW,RD,,Unit,37,MISSISSAUGA,ON,L4T 0A5,1061,-79.65407,43.7036413
Restaurant,SAHARA PAK-INDIAN RESTAURANT & BANQUET HALL,35,BRUNEL,RD,,UNIT,1B,MISSISSAUGA,ON,L4Z 3E8,1062,-79.6765217,43.6261769
Restaurant,SAKI SUSHI JAPANESE RESTAURANT,3960,GRAND PARK,DR,,UNIT,C-6,MISSISSAUGA,ON,L5B 4M6,1063,-79.6463509,43.5824369
Restaurant,SALT & PEPPER HAKKA CHINESE,35,BRUNEL,RD,,Unit,4B,MISSISSAUGA,ON,L4Z 3E8,1064,-79.6765217,43.6261769
Restaurant,SAM WOO BBQ RESTAURANT,660,EGLINTON,AVE,W,Unit,15&16,MISSISSAUGA,ON,L5R3V2,1065,-79.667226,43.593105
Restaurant,SAMS PITA & GRILL,1380,CARDIFF,BLVD,,Unit,10,MISSISSAUGA,ON,L5S1P9,1066,-79.6791524,43.6716752
Restaurant,SAMIS CAFE & DINER,1801,BRITANNIA,RD,E,Unit,1,MISSISSAUGA,ON,L4W1S6,1067,-79.6400348,43.6632155
Restaurant,SAMMYS CHINESE FOOD BURGERS & ICE CREAM,1151,DUNDAS,ST,W,Unit,19,MISSISSAUGA,ON,L5C1C6,1068,-79.6449474,43.5567463
Restaurant,SAN FRANCESCO FOODS,2979,UNITY,GATE,,Unit,2,MISSISSAUGA,ON,L5L3E5,1069,-79.7047538,43.5403296
Restaurant,SAN FRANCESCO FOODS BRITANNIA,1201,BRITANNIA,RD,W,Unit,6 & 7,MISSISSAUGA,ON,L5V 1N2,1070,-79.7066823,43.6033751
Restaurant,SAN FRANCESO FOODS,3045,CLAYHILL,RD,,Unit,1,MISSISSAUGA,ON,L5B 4L2,1071,-79.6270504,43.5738391
Restaurant,SANDWICH COMPANY,2233,ARGENTIA,RD,,Unit,103,MISSISSAUGA,ON,L5N 2X7,1072,-79.7452451,43.5979529
Restaurant,SANDWICH DELIGHT,1550,ENTERPRISE,RD,,Unit,128,MISSISSAUGA,ON,L4W4P4,1073,-79.6400348,43.6519407
Restaurant,SARAVANA BHAVAN,4559,HURONTARIO,ST,,Unit,12B,MISSISSAUGA,ON,L4Z 3L9,1074,-79.6491579,43.605272
Restaurant,SCADDABUSH ITALIAN KITCHEN & BAR,209,RATHBURN,RD,W,,,MISSISSAUGA,ON,L5B4C1,1075,-79.6481053,43.594779
Restaurant,SCARLETT HOUSE CATERING,2100,MEADOWVALE,BLVD,,,,MISSISSAUGA,ON,L4N7J9,1076,-79.7240376,44.405915
Restaurant,SEA STAR,1550,SOUTH GATEWAY,RD,,Unit,1H,MISSISSAUGA,ON,L4W5G6,1077,-79.61266,43.6328177
Restaurant,SECOND CUP,4100,LIVING ARTS,DR,,Unit,3,MISSISSAUGA,ON,L5B 0C3,1078,-79.6452105,43.5879043
Restaurant,SECOND CUP,727,CENTRAL PKY,,W,Bldg,6,MISSISSAUGA,ON,L5B 4L1,1079,-79.6449474,43.5769596
Restaurant,SECOND CUP # 27021/U OF T / ERINDALE,3359,MISSISSAUGA,RD,,,,MISSISSAUGA,ON,L5L1C6,1080,-79.6621392,43.5473118
Restaurant,SECOND CUP COFFEE CO,213,QUEEN,ST,S,,,MISSISSAUGA,ON,L5M1L6,1081,-79.7123801,43.5809376
Restaurant,SECOND GRILL KITCHEN & SEAFOOD,5980,CHURCHILL MEADOWS,BLVD,,Unit,8,MISSISSAUGA,ON,L5M 7MS,1082,NA,NA
Restaurant,SEHMI JAPANESE RESTAURANT,3015,WINSTON CHURCHILL,BLVD,,Unit,3,MISSISSAUGA,ON,L5L 2V8,1083,-79.6828352,43.5245061
Restaurant,SELECT SANDWICH,2695,NORTH SHERIDAN,WAY,,Unit,104,MISSISSAUGA,ON,L5K 2N6,1084,-79.66249,43.5125378
Restaurant,SELECT SANDWICH,50,BURNHAMTHORPE,RD,W,Unit,336,MISSISSAUGA,ON,L5B3C2,1085,-79.6359993,43.59204
Restaurant,SELECT SANDWICH,5090,EXPLORER,DR,,Unit,102,MISSISSAUGA,ON,L4W4T9,1086,-79.5972141,43.6610774
Restaurant,SELECT SANDWICH,5825,EXPLORER,DR,,,,MISSISSAUGA,ON,L5N 6L4,1087,-79.7554089,43.6158041
Restaurant,SENIOR CITIZENS RESIDENCE,2460,TRUSCOTT,DR,,,,MISSISSAUGA,ON,L5J3Z8,1088,-79.6486316,43.5105307
Restaurant,SENOR BURRITO INC,2155,LEANNE,BLVD,,Unit,104,MISSISSAUGA,ON,L5K 2K8,1089,-79.6524911,43.5257602
Restaurant,SEOUL HOUSE RESTAURANT,265,ENFIELD,PL,,,R100,MISSISSAUGA,ON,L5B3Y7,1090,-79.6349465,43.5910526
Restaurant,SHANDRAS ROTI SHOP,5030,MAINGATE,DR,,Unit,19,MISSISSAUGA,ON,L4W1N5,1091,-79.6279277,43.6296132
Restaurant,SHANGHAI HOUSE CHINESE RESTAURANT,1014,BURNHAMTHORPE,RD,E,,,MISSISSAUGA,ON,L4Y2X6,1092,-79.6105539,43.6142175
Restaurant,SHAWARMA HUT ISIS MEDITERRANEAN CUISINE,17,QUEEN,ST,N,Unit,A-4,MISSISSAUGA,ON,L5N 6A1,1093,-79.7228982,43.589023
Restaurant,SHAWARMA LICIOUS,5130,DIXIE,RD,,Unit,2,MISSISSAUGA,ON,L4W 4K2,1094,-79.6238039,43.6365831
Restaurant,SHAWARMA LOVERS,6435,DIXIE,RD,,Unit,10,MISSISSAUGA,ON,L5T1X4,1095,-79.6596834,43.6650078
Restaurant,SHIRIN MAHAL BAKERY AND SWEETS,1325,EGLINTON,AVE,E,Unit,14,MISSISSAUGA,ON,L4W 4L9,1096,-79.6224878,43.6349044
Restaurant,SHISHA LICIOUS,5130,DIXIE,RD,,Unit,1,MISSISSAUGA,ON,L4W1C9,1097,-79.6224878,43.6360917
Restaurant,SHOELESS JOES MEADOWVALE,6570,MEADOWVALE TOWN CENTRE,CIR,,,,MISSISSAUGA,ON,L5N 4B7,1098,-79.7606655,43.5827032
Restaurant,SHOELESS JOES SPORTS GRILL,80,COURTNEYPARK,DR,E,Unit,K1,MISSISSAUGA,ON,L5T 2T3,1099,-79.6975651,43.647682
Restaurant,SHORE GRILL AND GROTTO,71,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1C9,1100,-79.584399,43.5522456
Restaurant,SHWRAP,3160,ARGENTIA,RD,,,,MISSISSAUGA,ON,,1101,NA,NA
Restaurant,SILK ROAD,1852,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4X1L9,1102,-79.6916033,43.5095311
Restaurant,SILVAS BBQ,925,RATHBURN,RD,E,Unit,C5,MISSISSAUGA,ON,L4W 4C3,1103,-79.6173985,43.6158833
Restaurant,SILVERSPOON INC,816,BRITANNIA,RD,W,Unit,3-4,MISSISSAUGA,ON,L5V 0A6,1104,-79.6963377,43.6109022
