BUSINESSTYPE,BUSINESSNAME,STREETNUMBER,STREET,STREETTYPE,STREETDIR,UNITTYPE,UNITY,CITY,PROV,POSTAL,OBJECTID,lon,lat
Restaurant,SINAS BBQ,5171,TOMKEN,RD,,Unit,1-2,MISSISSAUGA,ON,L4W 1P1,1105,-79.6367012,43.6304148
Restaurant,SINDHI,488,EGLINTON,AVE,W,UNIT,22,MISSISSAUGA,ON,L5R 0G2,1106,-79.6782755,43.6147554
Restaurant,SIZZLOZ FLAME GRILLED CHICKEN INC,5606,TENTH,LINE,W,Unit,C1,MISSISSAUGA,ON,L5M 7L9,1107,-79.7431421,43.5585266
Restaurant,SKYMARK DELI,2630,SKYMARK,AVE,,Unit,110,MISSISSAUGA,ON,L4W 5A4,1108,-79.596512,43.6586397
Restaurant,SKYMARK DELI,5450,EXPLORER,DR,,,,MISSISSAUGA,ON,L4W 5M1,1109,-79.6056395,43.6618497
Restaurant,SKYMARK DELI - ARGENTIA,2000,ARGENTIA,RD,,,PLAZA2,MISSISSAUGA,ON,L5N1P7,1110,-79.7406885,43.5984325
Restaurant,SKYWAY CAFE,2410,LUCKNOW,DR,,Unit,A32,MISSISSAUGA,ON,L5S1H3,1111,-79.6575784,43.6926953
Restaurant,SKYWAY JACKS,6461,MISSISSAUGA,RD,,Unit,2,MISSISSAUGA,ON,L5N1A6,1112,-79.7368328,43.5989753
Restaurant,SNACKS N CHAI CAFE INC,80,COURTNEYPARK,DR,E,Unit,K3,MISSISSAUGA,ON,L5T 2Y3,1113,-79.6902004,43.636624
Restaurant,SNUG HARBOUR SEAFOOD BAR AND GRILL,14,STAVEBANK,RD,S,,,MISSISSAUGA,ON,L5G2T1,1114,-79.5851013,43.5493369
Restaurant,SODEXO / TD BANK,1855,BUCKHORN,GATE,,Unit,1-6F,MISSISSAUGA,ON,L4W 5PN,1115,-79.6221368,43.6476344
Restaurant,SODEXO / TIM HORTONS,1855,BUCKHORN,GATE,,Unit,1-6F,MISSISSAUGA,ON,L4W 5PN,1116,-79.6221368,43.6476344
Restaurant,SODEXO CANADA LTD,5570,EXPLORER,DR,,,,MISSISSAUGA,ON,L4W 5M6,1117,-79.6047618,43.6610276
Restaurant,SODEXO CANADA LTD.,2920,MATHESON,BLVD,E,,,MISSISSAUGA,ON,L4W 5R6,1118,-79.592299,43.6665595
Restaurant,SODEXO PATHEON INC,2100,SYNTEX,CRT,,,,MISSISSAUGA,ON,L5N3X4,1119,NA,NA
Restaurant,SODEXO/MATRIX LOGISTICS SERVICES,6941,KENNEDY,RD,,,,MISSISSAUGA,ON,L5T 2R6,1120,-79.691954,43.6548886
Restaurant,SOLSTICE PASTA PIZZA BAR,1801,LAKESHORE,RD,W,Unit,10-12,MISSISSAUGA,ON,L5J1J6,1121,-79.6245936,43.5168164
Restaurant,SOMETHIN SWEET 4U,5955,LATIMER,DR,,UNIT,10,MISSISSAUGA,ON,L5V 0B7,1122,-79.6973509,43.607805
Restaurant,SONG COOKS COREAN CHILLI,1310,DUNDAS,ST,E,Unit,5,MISSISSAUGA,ON,L4Y2C1,1123,-79.5880858,43.6044367
Restaurant,SOUTH CREEK DONUTS & DELI,2100,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4X 1L9,1124,-79.6916033,43.5095311
Restaurant,SOUTH ST BURGER CO,100,CITY CENTRE,DR,,Unit,2-824,MISSISSAUGA,ON,L5B 2G6,1125,-79.6424911,43.5930784
Restaurant,SOUTH ST. BURGER CO.,3021,ARGENTIA,RD,,Unit,7,MISSISSAUGA,ON,L5N 8P7,1126,-79.7928996,43.5968997
Restaurant,SOUVLAKI HUT,1725,LAKESHORE,RD,W,Unit,B,MISSISSAUGA,ON,L5J 1J4,1127,-79.6203819,43.5205967
Restaurant,SOUVLAKI HUT PORT CREDIT,51,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1C9,1128,-79.584399,43.5522456
Restaurant,SOUVLAKI PORT CREDIT - GREEK GRILL,85,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1C9,1129,-79.584399,43.5522456
Restaurant,SPICE LOUNGE & TAPAS,52,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G 1E1,1130,-79.5847502,43.5528725
Restaurant,SPIGEL HALL #27022/U OF T/ ERINDALE,3359,MISSISSAUGA,RD,,,,MISSISSAUGA,ON,L5L1C6,1131,-79.6621392,43.5473118
Restaurant,SPIN DESSERT CAFE & BISTRO,4188,LIVING ARTS,DR,,UNIT,9,MISSISSAUGA,ON,L5B 0H7,1132,-79.6472281,43.5889054
Restaurant,SPOON AND FORK DUNDAS,1225,DUNDAS,ST,E,Unit,14B,MISSISSAUGA,ON,L4Y 2C5,1133,-79.588788,43.6056891
Restaurant,SPRING CAFE,2425,TRUSCOTT,DR,,Unit,19,MISSISSAUGA,ON,L5J 2B4,1134,-79.6484562,43.5124491
Restaurant,SPRING ROLLS (SUSSEX),90,BURNHAMTHORPE,RD,W,UNIT ,105,MISSISSAUGA,ON,L5B 3C3,1135,-79.6367012,43.5912128
Restaurant,SPROUTS,6956,FINANCIAL,DR,,UNIT,H9,MISSISSAUGA,ON,L5N 8J4,1136,-79.7494509,43.6102165
Restaurant,SSP/AMERICAN AIRLINES/ADMIRALS LOUNGE 20153,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,1137,-79.6628408,43.6691521
Restaurant,SSP/BOCCONE #20162,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1138,NA,NA
Restaurant,SSP/BOCCONE PRONTO /#20168,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1139,NA,NA
Restaurant,SSP/CAFE RITAZZA PHASE 2 - #20166,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1140,NA,NA
Restaurant,SSP/CAMDEN FOOD CO,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1141,NA,NA
Restaurant,SSP/HAMMERHEAD TIM HORTONS #20172,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1142,NA,NA
Restaurant,SSP/MILL STREET BREW PUB #20159,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1143,NA,NA
Restaurant,SSP/STAFF CENTRE #20161,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1144,NA,NA
Restaurant,SSP/T.OS #20158,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1145,NA,NA
Restaurant,SSP/TIM HORTONS #7105351,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1146,NA,NA
Restaurant,SSP/TIM HORTONS #20165,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1147,NA,NA
Restaurant,SSP/TRANSBORDER TIM HORTONS #20175,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1148,NA,NA
Restaurant,SSP/TRUE BURGER CO,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1149,NA,NA
Restaurant,SSP/TRUE BURGER CO #20174,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1150,NA,NA
Restaurant,ST LOUIS BAR & GRILL,6485,MISSISSAUGA,RD,,,1&2,MISSISSAUGA,ON,L5N1A6,1151,-79.7368328,43.5989753
Restaurant,STANDARD SWEETS & SNACKS LTD,2877,DERRY,RD,E,,,MISSISSAUGA,ON,L4T1A6,1152,-79.6440702,43.7031737
Restaurant,STANFIELD GRILLHOUSE,2345,STANFIELD,RD,,,,MISSISSAUGA,ON,L4Y 3Y3,1153,-79.5829945,43.5987717
Restaurant,STARBUCKS #17423 / SHERIDAN COLLEGE - HAZEL MCCALLION CAMPUS,4180,DUKE OF YORK,BLVD,,,,MISSISSAUGA,ON,L5B 0G5,1154,-79.6302609,43.579882
Restaurant,STARBUCKS #23285 - BELL MOBILITY,5025,CREEKBANK,RD,,UNIT,1C11-01,MISSISSAUGA,ON,,1155,NA,NA
Restaurant,STARBUCKS #4872,2963,ARGENTIA,RD,,Bldg,C,MISSISSAUGA,ON,L5K 1P9,1156,-79.6626654,43.539181
Restaurant,STARBUCKS (U OF T) #27026,3359,MISSISSAUGA,RD,,,,MISSISSAUGA,ON,L5L1C6,1157,-79.6621392,43.5473118
Restaurant,STARBUCKS COFFEE # 12467,5015,GLEN ERIN,DR,,,,MISSISSAUGA,ON,L5M 4Z5,1158,-79.71089,43.5603651
Restaurant,STARBUCKS COFFEE # 4007,2116,BURNHAMTHORPE,RD,W,Unit,C3,MISSISSAUGA,ON,L5L 5Z5,1159,-79.6828352,43.5447341
Restaurant,STARBUCKS COFFEE # 4635,242,QUEEN,ST,S,,,MISSISSAUGA,ON,L5M1L5,1160,-79.7128184,43.5806058
Restaurant,STARBUCKS COFFEE # 4829,6020,HURONTARIO,ST,,Unit,1,MISSISSAUGA,ON,L5R 1B5,1161,-79.6782755,43.6147554
Restaurant,STARBUCKS COFFEE #16144,6974,FINANCIAL,DR,,Unit,D1,MISSISSAUGA,ON,L5N 8E8,1162,-79.7462966,43.6084463
Restaurant,STARBUCKS COFFEE #17341,1930,FOWLER,DR,,Unit,101,MISSISSAUGA,ON,L5K 0A1,1163,-79.6515263,43.5279778
Restaurant,STARBUCKS COFFEE #17557,670,EGLINTON,AVE,W,Unit,5,MISSISSAUGA,ON,L5R 3V2,1164,-79.667226,43.593105
