COMPLEX.ID,Character.Area,Z.Area,Street.Number,Street.Name,Designation,Zoning,Complex.Name,Site.Area..ha.,Site.Area..acre.,Total.Parking,GFA.Residential..m2.,GFA.Residential..ft2.,GFA.Retail..m2.,GFA.Retail..ft2.,GFA.Total..m2.,GFA.Total..ft2.,Building.Type,Tenure.Residential,Townhouse.Blocks,Storeys.Total,Number.Of.Residential.Units,Number.Of.Retail.Units,Density..Unit.Ha.,Density..Unit.Acre.,FSI,OBJECTID,address,lon,lat
1301,Cooksville NHD (West),22,601,605,615,625/3055,Shoreline Dr/Elmcreek Rd,Medium Density,RM9-1,High Park Village,5.1695,12.774113,587,41297.95,444527.4339,0,0,41297.95,444527.4339,Townhouse,PCC,32,3,315,0,61,25,0.798877,398,601,605,615,625/3055 Shoreline Dr/Elmcreek Rd,NA,NA
1302,Churchill Meadows NHD,57,3191-3968/3907,3909,3957-3971/5898-5939,Coachman Cir/Freeman Terrace/Questman Hollow,Medium Density,RM5-37,Villas of Monaco/Summerdale Village,3.016,7.452698,256,17724.24,190782.1314,0,0,17724.24,190782.1314,Townhouse,Freehold,11,2,128,0,42,17,0.587674,399,3191-3968/3907,3909,3957-3971/5898-5939 Coachman Cir/Freeman Terrace/Questman Hollow,NA,NA
1303,Meadowvale Village NHD,53W,7284,7244-7280,Bellshire Gate,Medium Density,RM4,The Ravines at Levi Creek,2.011,4.969289,151,9137.1,98350.92581,0,0,9137.1,98350.92581,Townhouse,PCC,11,3,65,0,32,13,0.454356,400,7284,7244-7280 Bellshire Gate,-79.7447811,43.6215318
1304,Cooksville NHD (West),22,199,Hillcrest Ave,Medium Density,RM4-14,Confederation Park,1.4384,3.554364,103,6603.08,71074.96155,0,0,6603.08,71074.96155,Townhouse,PCC,7,2,44,0,31,12,0.459057,401,199 Hillcrest Ave,-85.6844713,38.2564674
1306,Meadowvale Village NHD,53W,7220-7229,7231-7232,7234-7239,7234,7245,7249-7259,Pallett Crt,Medium Density,RM5-16,Levi Creek Townhouses,1.093,2.700862,52,3675.1,39558.44715,0,0,3675.1,39558.44715,Townhouse,Freehold,5,2,26,0,24,10,0.33624,402,7220-7229,7231-7232,7234-7239,7234,7245,7249-7259 Pallett Crt,NA,NA
1307,Lisgar NHD,56,3256-3353,Bobwhite Mews,Low Density II,RM5,,2.7322,6.751413,NA,NA,NA,0,0,NA,NA,Townhouse,Freehold,11,2,63,0,23,9,NA,403,3256-3353 Bobwhite Mews,-79.7630703,43.5688385
1310,Meadowvale NHD,46W,2655,Gananoque Dr,Medium Density,RM4,,2.13,5.263345,NA,NA,NA,0,0,NA,NA,Townhouse,PCC,15,2,67,0,31,13,NA,404,2655 Gananoque Dr,-79.7622932,43.5929163
1311,Lakeview NHD,6,812-832/1146-1172/1105-1177,Village Green Blvd/West Shore Dr/Upper Village Dr,High Density,RM9-2,The West Village,1.05,2.594607,112,6552.3,70528.37018,0,0,6552.3,70528.37018,Townhouse,PCC,6,2,49,0,47,19,0.624029,405,812-832/1146-1172/1105-1177 Village Green Blvd/West Shore Dr/Upper Village Dr,NA,NA
1324,Central Erin Mills MN,32,4600465046524654416870506496.000000,Kimbermount Ave,Medium Density,RM4-16,Kimbermount Renaissance Village,2.305,5.695779,234,11562.22,124454.7002,0,0,11562.22,124454.7002,Townhouse,PCC-RNTL,12,2,101,0,44,18,0.501615,406,4600465046524654416870506496.000000 Kimbermount Ave,-79.713493,43.5498516
1330,Meadowvale Village NHD,44W,627629631,Dolly Bird Lane,Medium Density,RM5-27,Arrowsmith Village,0.09,0.222395,9,544.17,5857.397128,0,0,544.17,5857.397128,Townhouse,Freehold,1,3,3,0,33,13,0.604633,407,627629631 Dolly Bird Lane,-79.7198963,43.6324175
1356,Clarkson - Lorne Park NHD,10,1205,Clarkson Rd N,Low Density II,R3-36,Creekbank,0.798,1.971901,16,1252.97,13486.85683,0,0,1252.97,13486.85683,Detached,PCC,0,1,8,0,10,4,0.157014,408,1205 Clarkson Rd N,-79.6287304,43.5209818
1357,Clarkson - Lorne Park NHD,9,1405,Lorne Park Rd,Low Density II,R2-34,Estates of Lorne Park,1.967,4.860563,NA,NA,NA,0,0,NA,NA,Detached,PCC,0,1,24,0,12,5,NA,409,1405 Lorne Park Rd,-79.6247727,43.5336626
1358,Hurontario NHD,37W,516-542,Steddick Crt,Medium Density,RM5,,0.239,0.590582,NA,NA,NA,0,0,NA,NA,Townhouse,Freehold,2,2,13,0,54,22,NA,410,516-542 Steddick Crt,-79.6734317,43.6027942
1359,Malton NHD,48W,3233,Derry Rd E,Mixed Use,C3-7,Malton Mobile Homes,0.87,2.149817,NA,NA,NA,0,0,NA,NA,Other (Mobile Homes),RNTL,0,1,24,0,28,11,NA,411,3233 Derry Rd E,-79.637389,43.7090039
1361,Malton NHD,49E,91113,Ripon,Low  Density I,R3,,0.1143,0.282441,NA,NA,NA,0,0,NA,NA,Townhouse,RNTL,1,1,3,0,26,11,NA,412,91113 Ripon,-91.649171,41.924935
1376,East Credit NHD,38E,5420,Fallingbrook Dr,Medium Density,RM4,Sundial Homes(River Run) Ltd,0.9957,2.460428,NA,4233.07,45564.38624,0,0,4233.07,45564.38624,Townhouse,PCC,4,2,34,0,34,14,0.425135,413,5420 Fallingbrook Dr,-79.692406,43.58892
1378,Hurontario NHD,36W,14-53,Andrika Crt,Medium Density,RM5-25,,0.836,2.065801,108,6261.6,67399.30142,0,0,6261.6,67399.30142,Townhouse,Freehold,6,3,36,0,43,17,0.748995,414,14-53 Andrika Crt,-79.6676151,43.619372
1379,East Credit NHD,44W,860-996/815-833/793-823/805/6449,Delgado Dr/Escobar Cres/Cremens Cres/Nolan Rd/Torre Dr,Medium Density,RM5-23,,2.1708,5.364164,152,11263.06,121234.5688,0,0,11263.06,121234.5688,Townhouse,Freehold,11,2,76,0,35,14,0.518844,415,860-996/815-833/793-823/805/6449 Delgado Dr/Escobar Cres/Cremens Cres/Nolan Rd/Torre Dr,NA,NA
1380,Lakeview NHD,6,1102-1191/728-762,Lower Village Cres/Village Green Blvd,High Density,RM9-2,The West Village,1.453,3.590441,142,8259.83,88908.07012,0,0,8259.83,88908.07012,Townhouse,PCC,9,2,62,0,43,17,0.568467,416,1102-1191/728-762 Lower Village Cres/Village Green Blvd,-61.2201481,13.1684307
1388,Hurontario NHD,37E,470,Faith Dr,Medium Density,RM4-12,Woods End,2.303,5.690837,190,14437.96,155408.9079,0,0,14437.96,155408.9079,Townhouse,PCC,13,2,82,0,36,14,0.62692,417,470 Faith Dr,-75.4603395,40.6506923
1389,Hurontario NHD,37W,669-729,Four Winds Way,Medium Density,RM4,Heartland Village,1.7194,4.24873,188,9616.39,103509.9604,0,0,9616.39,103509.9604,Townhouse,PCC-RNTL,11,2,81,0,47,19,0.559288,418,669-729 Four Winds Way,-79.685519,43.6048401
1390,Churchill Meadows NHD,57,5950-5978/3008-3016,Winston Churchill Blvd/Britannia Rd W,Medium Density,RM5-22{2},,0.864,2.13499,NA,4800.1,51667.84636,0,0,4800.1,51667.84636,Townhouse,Freehold,5,2,32,0,37,15,0.555567,419,5950-5978/3008-3016 Winston Churchill Blvd/Britannia Rd W,NA,NA
1391,Hurontario NHD,37E,463-485,Bristol Rd W,Medium Density,RM4,,0.5586,1.380331,61,4727.6,50887.46285,0,0,4727.6,50887.46285,Townhouse,PCC,2,3,23,0,41,17,0.84633,420,463-485 Bristol Rd W,-72.95012,41.68022
1392,Meadowvale Village NHD,52W,7399-7471,Magistrate Terr,Medium Density,RM5-27,,0.8463,2.091253,NA,4851.81,52224.44817,0,0,4851.81,52224.44817,Townhouse,Freehold,4,2,34,0,40,16,0.573297,421,7399-7471 Magistrate Terr,-79.7322035,43.6399661
1393,Meadowvale Village NHD,53W,1618-1702,Casablanca Cir,Medium Density,RM5-16,,1.652,4.082181,NA,6430.87,69221.30854,0,0,6430.87,69221.30854,Townhouse,Freehold,8,2,42,0,25,10,0.389278,422,1618-1702 Casablanca Cir,-121.602158,37.0235468
1395,Cooksville NHD (West),15,2165,2175/2130,Stavebank Rd/Dickson Rd,Low  Density I,R1-19,The Colony,4.025,9.945992,160,8992.76,96797.26298,0,0,8992.76,96797.26298,Detached,PCC,0,1,40,0,10,4,0.223423,423,2165,2175/2130 Stavebank Rd/Dickson Rd,NA,NA
1398,Hurontario NHD,37W,720,Avonwick Ave,Medium Density,RM4,Heartland Village,2.3297,5.756814,210,10763.95,115862.1935,0,0,10763.95,115862.1935,Townhouse,PCC,13,2,91,0,39,16,0.462032,424,720 Avonwick Ave,-79.6863654,43.6068873
1399,Streetsville CN,39E,1-14,James St,Medium Density,RM5-35,,0.2979,0.736127,42,1670.48,17980.89706,0,0,1670.48,17980.89706,Townhouse,Freehold,2,2,14,0,47,19,0.560752,425,1-14 James St,-77.1501346,35.2990074
1401,Port Credit CN,7,8-159/110-144/1-113,St. Lawrence Dr/Waterside Dr/Compass Way,Medium Density,RM4-19,Port Credit Village,4.427,10.939355,567,39348.28,423541.3607,0,0,39348.28,423541.3607,Townhouse,PCC,22,3,167,0,38,15,0.888825,426,8-159/110-144/1-113 St. Lawrence Dr/Waterside Dr/Compass Way,NA,NA
1408,Hurontario NHD,36E,530,Driftcurrent Dr,Low Density II,R5-28,,1.0236,2.529371,72,3501.1,37685.52674,0,0,3501.1,37685.52674,Detached,PCC,0,2,21,0,21,8,0.342038,427,530 Driftcurrent Dr,-79.6473439,43.6212941
1420,Churchill Meadows NHD,57,5855-5865,Tenth Line West,Medium Density,RM5-22{3},,0.1544,0.381531,12,1116,12012.52402,0,0,1116,12012.52402,Townhouse,Freehold,1,3,6,0,39,16,0.722798,428,5855-5865 Tenth Line West,-79.7451223,43.5616131
1421,Churchill Meadows NHD,57,3225-3249/5952-5980/3218-3226,Equestrian Cres/Tenth Line West/Britannia Rd W,Medium Density,RM5-22{4},,0.8625,2.131284,66,4685.18,50430.85777,0,0,4685.18,50430.85777,Townhouse,Freehold,5,2,31,0,36,15,0.543209,429,3225-3249/5952-5980/3218-3226 Equestrian Cres/Tenth Line West/Britannia Rd W,NA,NA
1423,Central Erin Mills NHD,39E,5260,McFarren Blvd,Medium Density,RM4-9,,4.3804,10.824204,418,28226.45,303826.979,0,0,28226.45,303826.979,Townhouse,PCC,25,2,181,0,41,17,0.644381,430,5260 McFarren Blvd,-79.717716,43.569493
1424,Cooksville NHD (West),22,280,Hillcrest Ave,Medium Density,RM4-1,,0.9746,2.408289,111,7171.28,77191.01545,0,0,7171.28,77191.01545,Townhouse,PCC,7,3,48,0,49,20,0.735818,431,280 Hillcrest Ave,-85.684746,38.2581227
1425,East Credit NHD,38E,5019-5025,East Mill Rd,Medium Density,RM5-19,,0.098,0.242163,16,678.78,7306.327108,0,0,678.78,7306.327108,Townhouse,Freehold,1,2,4,0,41,17,0.692633,432,5019-5025 East Mill Rd,-85.6528758,33.3950533
1427,Meadowvale Village NHD,44W,6507-6585/6455,6456,Skipper Way/Rallymaster Hts,Low Density II,RM5-27,,1.005,2.483409,108,5096.33,54856.43954,0,0,5096.33,54856.43954,Townhouse,Freehold,7,2,36,0,36,14,0.507098,433,6507-6585/6455,6456 Skipper Way/Rallymaster Hts,-82.556377,38.368444
1429,Central Erin Mills MN,39W,2900/5142-5198,Rio Crt/Plantation Pl,Medium Density,RM4-17,,2.904,7.17594,316,16000.72,172230.3166,0,0,16000.72,172230.3166,Townhouse,PCC-RNTL,15,2,135,0,46,19,0.550989,434,2900/5142-5198 Rio Crt/Plantation Pl,-95.742176,29.6235832
1431,Meadowvale Village NHD,52W,7385,Magistrate Terr,Medium Density,RM4-15,Symphony Manors,1.9435,4.802493,141,9156.2,98556.5165,0,0,9156.2,98556.5165,Townhouse,PCC,9,3,60,0,31,12,0.471119,435,7385 Magistrate Terr,-79.7281859,43.6421599
1432,Clarkson - Lorne Park NHD,89,710-864,Hidden Grove Lane,Low  Density I,R2-31{1},Watercolours Condominiums,4.45,10.996189,214,NA,NA,0,0,NA,NA,Detached,PCC,0,2,50,0,11,5,NA,436,710-864 Hidden Grove Lane,-79.6071223,43.544848
1433,Churchill Meadows NHD,57,3039-3095/3069-3083,Wrigglesworth Cres/Hawktail Cres,Medium Density,RM5-21,,1.147,2.834299,104,7897.76,85010.78108,0,0,7897.76,85010.78108,Townhouse,Freehold,7,2,52,0,45,18,0.688558,437,3039-3095/3069-3083 Wrigglesworth Cres/Hawktail Cres,NA,NA
1434,Meadowvale Village NHD,44W,6538-6646/6559-6645,Opera Glass Cres/Jazzy Mews,Medium Density,RM5-30,,2.1503,5.313507,170,13712.3,147597.9687,0,0,13712.3,147597.9687,Townhouse,Freehold,13,3,85,0,40,16,0.637692,438,6538-6646/6559-6645 Opera Glass Cres/Jazzy Mews,NA,NA
1436,East Credit NHD,38E,5980,Whitehorn Ave,Medium Density,RM4,Creditview Country Club,2.886,7.131461,283,20137.5,216758.2459,0,0,20137.5,216758.2459,Townhouse,PCC,18,3,125,0,43,18,0.697765,439,5980 Whitehorn Ave,-79.7088409,43.5980386
1438,Sheridan NHD,18,2401,Fifth Line West,Medium Density,RM4-28,Sheridan Lane,0.35,0.864869,31,2087.48,22469.4477,0,0,2087.48,22469.4477,Townhouse,PCC,2,2,14,0,40,16,0.596423,440,2401 Fifth Line West,-79.6604852,43.5306553
1439,Streetsville NHD,38W,231-239,Church St,Low Density II,RM5-33,,0.1279,0.316048,20,931.11,10022.38462,0,0,931.11,10022.38462,Townhouse,Freehold,1,3,5,0,39,16,0.727998,441,231-239 Church St,-73.9232339,41.700112
1440,Churchill Meadows NHD,57,3033-3146,Turbine Cres,Medium Density,RM5-21,,1.8236,4.506214,NA,11888.45,127966.2107,0,0,11888.45,127966.2107,Townhouse,Freehold,12,3,85,0,47,19,0.651922,442,3033-3146 Turbine Cres,-79.7377164,43.5617195
1442,Uptown MN,28,159-183/4950,Trudeau Ave/Albina Way,Medium Density,RM4,,3.219,7.954322,332,21095.3,227067.9193,0,0,21095.3,227067.9193,Townhouse,PCC,18,3,144,0,45,18,0.655337,443,159-183/4950 Trudeau Ave/Albina Way,NA,NA
1443,Streetsville NHD,38W,19-29/85,Ellen St/Church St,Medium Density,RM4-21,Trinity Falls,0.7134,1.76285,52,4889.606,52631.28092,0,0,4889.606,52631.28092,Townhouse,PCC,5,3,22,0,31,12,0.685395,444,19-29/85 Ellen St/Church St,-0.4454138,51.0940309
1444,Churchill Meadows NHD,57,5771-5845,Tenth Line West,Medium Density,RM5-22{3},,0.6682,1.651158,52,4895.86,52698.59842,0,0,4895.86,52698.59842,Townhouse,Freehold,4,3,26,0,39,16,0.732694,445,5771-5845 Tenth Line West,-79.7426016,43.5597493
1445,Hurontario NHD,29,651-675/4540-4546,Huntington Ridge Dr/Guildwood Way,Medium Density,RM4-7,Huntington Ridge,2.146,5.302881,213,10860.34,116899.7268,0,0,10860.34,116899.7268,Townhouse,PCC-RNTL,10,2,94,0,44,18,0.506074,446,651-675/4540-4546 Huntington Ridge Dr/Guildwood Way,NA,NA
1447,Erindale NHD,16,11281152,Dundas St W,Medium Density,RM4,Dundas Village,1.84727,4.564704,204,13093.356,140935.711,0,0,13093.356,140935.711,Townhouse,PCC,15,3,87,0,47,19,0.708795,447,11281152 Dundas St W,-77.4040854,44.1483809
1451,Churchill Meadows NHD,58,3315-3625/3328-3578/4950,4988,4989/4990,4991/4992,4949-4997,Southwick St/Eglinton Ave W/Sebastian Dr/Middlesex Gate/Long Acre Dr,Medium Density,RM5-21,,5.7755,14.271571,502,40369.94,434538.4174,0,0,40369.94,434538.4174,Townhouse,Freehold,34,3,251,0,43,18,0.698986,448,3315-3625/3328-3578/4950,4988,4989/4990,4991/4992,4949-4997 Southwick St/Eglinton Ave W/Sebastian Dr/Middlesex Gate/Long Acre Dr,NA,NA
1452,Erindale NHD,16,2417,Old Carriage Rd,Low  Density I,R2-32,Stone Grove,1.1006,2.719642,68,NA,NA,0,0,NA,NA,Detached,PCC,0,1,17,0,15,6,NA,449,2417 Old Carriage Rd,-75.4533994,40.724005
1453,Hurontario NHD,28,4720-4939/4837-4887/201-219,James Austin Dr/Vienna Crt/Trudeau Ave,Low Density II,RM5-24,,3.9024,9.64304,306,23704.87,255157.097,0,0,23704.87,255157.097,Townhouse,Freehold,20,2,153,0,39,16,0.607443,450,4720-4939/4837-4887/201-219 James Austin Dr/Vienna Crt/Trudeau Ave,NA,NA
1454,East Credit NHD,45E,6035-6125/6079-6176/1025-1029/6069-6156/6016-6060,Coxswain Cres/Rowers Cres/Swift Lane/Windfleet Cres/Silken Laumann Way,Medium Density,RM5,,5.200449,12.850588,NA,32921.38,354362.7849,0,0,32921.38,354362.7849,Townhouse,Freehold,36,2,243,0,47,19,0.633049,451,6035-6125/6079-6176/1025-1029/6069-6156/6016-6060 Coxswain Cres/Rowers Cres/Swift Lane/Windfleet Cres/Silken Laumann Way,NA,NA
1455,Churchill Meadows NHD,58,3146-3480,Angel Pass Dr,Medium Density,RM5-37,,2.74815,6.790827,208,14742.26,158684.3659,0,0,14742.26,158684.3659,Townhouse,Freehold,14,NA,104,0,38,15,0.536443,452,3146-3480 Angel Pass Dr,-79.7217883,43.536155
1456,Hurontario NHD,29,4620,Guildwood Way,High Density,RA1-20,,1.0431,2.577556,133,6484.01,69793.30274,0,0,6484.01,69793.30274,Townhouse,PCC,4,3,92,0,88,36,0.62161,453,4620 Guildwood Way,-79.666109,43.594427
1458,Churchill Meadows NHD,58,3035,Artesian Dr,Medium Density,RM4-18,,2.2701,5.609539,NA,11478.73,123556.0213,0,0,11478.73,123556.0213,Townhouse,PCC-RNTL,12,2,93,0,41,17,0.505649,454,3035 Artesian Dr,-97.5460401,30.003868
1459,Meadowvale Village NHD,52W,770,Othello Crt,Medium Density,RM4,,2.15086,5.314891,160,9653.96,103914.3605,0,0,9653.96,103914.3605,Townhouse,PCC,12,2,69,0,32,13,0.448842,455,770 Othello Crt,-79.7246952,43.6348962
1461,Cooksville NHD (West),22,3223,3251/3150-3190,Parkerhill Rd/Pinto Pl,Medium Density,RM4-52,,0.999536,2.469907,96,6870.89,73957.6444,0,0,6870.89,73957.6444,Townhouse,PCC,6,NA,47,0,47,19,0.687408,456,3223,3251/3150-3190 Parkerhill Rd/Pinto Pl,NA,NA
1462,Meadowvale Village NHD,44W,520525,Novo Star Dr,Medium Density,RM4,Laurelwood Chase,3.954,9.770547,314,19585.32,210814.6298,0,0,19585.32,210814.6298,Townhouse,PCC,21,3,136,0,34,14,0.495329,457,520525 Novo Star Dr,-79.7169685,43.6323279
1463,Meadowvale Village NHD,52W,7155,Magistrate Terr,Medium Density,RM4,,2.654,6.558177,NA,15481.22,166638.4651,0,0,15481.22,166638.4651,Semi-Detached,PCC,48,3,96,0,36,15,0.583317,458,7155 Magistrate Terr,-79.7213462,43.6343545
1464,Meadowvale Village NHD,44W,6379-6399,Spinnaker Cir,Medium Density,RM4,Laurelwood Gardens,3.27973,8.104389,253,14725.96,158508.9141,0,0,14725.96,158508.9141,Townhouse,PCC,18,2,106,0,32,13,0.448999,459,6379-6399 Spinnaker Cir,-79.708372,43.625582
1466,Cooksville NHD (East),21,435,Hensall Cir,Medium Density,RM4,,3.0962,7.650877,324,22146.9,238387.2475,0,0,22146.9,238387.2475,Townhouse,PCC,10,4,144,0,47,19,0.715293,460,435 Hensall Cir,-79.6072143,43.589428
1467,Rathwood NHD,27,4222,Dixie Rd,Medium Density,RM6-5,Stone Manor,2.0966,5.180811,221,13891.2,149523.6323,0,0,13891.2,149523.6323,Townhouse,Freehold-Common Element Condo,13,3,98,0,47,19,0.662558,461,4222 Dixie Rd,-89.1851955,40.311455
1468,Mineola NHD,7,1130,Cawthra Rd,Medium Density,RM4-38,,1.5875,3.922798,120,11125,119748.5033,0,0,11125,119748.5033,Townhouse,PCC,6,3,52,0,33,13,0.700787,462,1130 Cawthra Rd,-79.5710161,43.5726561
1469,Cooksville NHD (West),22,303030443045304647286784.000000,Breakwater Crt,Medium Density,RM4-32,Pennylane,4.5199,11.168916,516,30552.61,328865.5568,0,0,30552.61,328865.5568,Townhouse,PCC,30,3,221,0,49,20,0.675958,463,303030443045304647286784.000000 Breakwater Crt,-79.1516151,33.3696151
1470,Clarkson - Lorne Park NHD,9,1149-1188,1203-1223,Burrowhill Lane,Low  Density I,R2-31{2},Watercolours,1.962,4.848208,82,4750,51128.57445,0,0,4750,51128.57445,Detached,PCC,0,2,19,0,10,4,0.2421,464,1149-1188,1203-1223 Burrowhill Lane,-79.603348,43.5429389
1471,Erin Mills NHD,24,1915,Broad Hollow Gate,Medium Density,RM4,Manor Gates In Sawmill Valley,0.7684,1.898758,NA,3823.29,41153.55103,0,0,3823.29,41153.55103,Townhouse,PCC,2,3,16,0,21,8,0.497565,465,1915 Broad Hollow Gate,-79.6708139,43.543843
1472,Churchill Meadows NHD,57,5175-5233,Preservation Cir,Medium Density,RM5-42{1},,0.6436,1.59037,50,4822.68,51910.89546,0,0,4822.68,51910.89546,Townhouse,Freehold,4,3,25,0,39,16,0.749329,466,5175-5233 Preservation Cir,-79.7269884,43.5418146
1473,Churchill Meadows NHD,57,3252-3298,Flagstone Dr,Medium Density,RM5-37,,0.46755,1.155341,38,3463.24,37278.00509,0,0,3463.24,37278.00509,Townhouse,Freehold,3,3,19,0,41,16,0.740721,467,3252-3298 Flagstone Dr,-97.3894107,32.7990086
1475,Churchill Meadows NHD,57,3453-3559,Eglinton Ave W,Medium Density,RM5-41{2},,1.1489,2.838994,92,7074.4,76148.2078,0,0,7074.4,76148.2078,Townhouse,Freehold,6,3,46,0,40,16,0.615754,468,3453-3559 Eglinton Ave W,-79.4918771,43.686133
1476,Clarkson - Lorne Park NHD,9,1155,Birchview Dr,Low Density II,RM1-18,,0.5867,1.449767,NA,2013.792,21676.27667,0,0,2013.792,21676.27667,Detached,PCC,0,2,8,0,14,6,0.34324,469,1155 Birchview Dr,-80.184603,39.4582268
1478,Streetsville NHD,39E,2270,Britannia Rd W,Low Density II,RM2-43,,0.80611,1.991941,65,4448.72,47885.62352,0,0,4448.72,47885.62352,Semi-Detached,PCC,14,2,28,0,35,14,0.551875,470,2270 Britannia Rd W,-79.7283023,43.5826924
1479,Streetsville NHD,39E,86-100,Joymar Dr,Medium Density,RM4-43,,1.827,4.514615,188,10234.59,110164.2098,0,0,10234.59,110164.2098,Townhouse,PCC,12,NA,81,0,44,18,0.560186,471,86-100 Joymar Dr,-94.2650351,45.5256883
1480,Hurontario NHD,36W,520652085210,Thornwood Dr,Low Density II,RM5,,0.0768,0.189777,6,465.6,5011.676687,0,0,465.6,5011.676687,Townhouse,Freehold,1,3,3,0,39,16,0.60625,472,520652085210 Thornwood Dr,-78.632146,42.4302592
1483,Churchill Meadows NHD,57,3150,Erin Centre Blvd,Medium Density,RM4-33,Picket Fences,2.36485,5.843672,225,13854.26,149126.0134,0,0,13854.26,149126.0134,Townhouse,PCC,14,NA,100,0,42,17,0.585841,473,3150 Erin Centre Blvd,-79.7263812,43.5484172
1485,Streetsville NHD,45E,6430-6436,6447-6481,Rivergate Pl,Low Density II,RM4-39,River Gate,1.2895,3.186424,NA,2924.05,31474.21223,0,0,2924.05,31474.21223,Townhouse,PCC,6,1,21,0,16,7,0.226758,474,6430-6436,6447-6481 Rivergate Pl,-84.6906448,39.1089154
1486,Meadowvale Village NHD,52W,7360,Zinnia Pl,Medium Density,RM4,Townwood Homes,7.01,17.322087,414,24752.9,266437.998,0,0,24752.9,266437.998,Townhouse,PCC,31,2,179,0,26,10,0.353108,475,7360 Zinnia Pl,-79.734174,43.638146
1487,Port Credit CN,7,100-130/34-60,Park St E/Rosewood Ave,Medium Density,RM4-34,,1.05479,2.606443,113,8569.17,92237.77817,0,0,8569.17,92237.77817,Townhouse,PCC,9,3,50,0,47,19,0.812405,476,100-130/34-60 Park St E/Rosewood Ave,-81.0621759,29.290516
1488,Malton NHD,40E,7035,Rexwood Rd,Medium Density,RM6-6,,3.19435,7.893411,306,19895.6,214154.456,0,0,19895.6,214154.456,Townhouse,Freehold-Common Element Condo,20,3,135,0,42,17,0.622837,477,7035 Rexwood Rd,-79.625683,43.717654
1493,Lisgar NHD,55,3215-3452/7087-7133/7184-7230/7053-7163,Redpath Cir/Chatham Crt/Deanlee Crt/Fairmeadow Cres,Medium Density,RM6-2,,4.489378,11.093495,531,34727.8,373806.9279,0,0,34727.8,373806.9279,Townhouse,Freehold-Common Element Condo,33,3,236,0,53,21,0.773555,478,3215-3452/7087-7133/7184-7230/7053-7163 Redpath Cir/Chatham Crt/Deanlee Crt/Fairmeadow Cres,NA,NA
1494,Churchill Meadows NHD,57,3709-3771/3938-3999/5010/5010-5060/3883-3941,Nightstar Dr/Stardust Dr/Churchill Meadows Blvd/Intrepid Dr/Eglinton Ave W,Medium Density,RM5-37,,3.792047,9.370352,312,22628.3,243568.9939,0,0,22628.3,243568.9939,Townhouse,Freehold,22,2,156,0,41,17,0.59673,479,3709-3771/3938-3999/5010/5010-5060/3883-3941 Nightstar Dr/Stardust Dr/Churchill Meadows Blvd/Intrepid Dr/Eglinton Ave W,NA,NA
1495,Churchill Meadows NHD,57,3329-3417/5015/5014/3106-3200,Eglinton Ave W/Tenth Line West/Dubonet Dr/Eclipse Ave,Medium Density,RM5-42{3},,2.151914,5.317495,172,15454.05,166346.0097,0,0,15454.05,166346.0097,Townhouse,Freehold,11,3,86,0,40,16,0.718154,480,3329-3417/5015/5014/3106-3200 Eglinton Ave W/Tenth Line West/Dubonet Dr/Eclipse Ave,NA,NA
1496,East Credit NHD,45E,6035,Bidwell Tr,Medium Density,RM4-27,,2.638,6.51864,181,12015.3,129331.6127,0,0,12015.3,129331.6127,Townhouse,PCC,13,2,78,0,30,12,0.45547,481,6035 Bidwell Tr,-79.7097409,43.601038
1497,Applewood NHD,19,3071,Treadwells Dr,Medium Density,RM4-51,,0.38592,0.953629,NA,3792.4,40821.05384,0,0,3792.4,40821.05384,Townhouse,PCC,3,3,23,0,60,24,0.982691,482,3071 Treadwells Dr,-79.5783406,43.6176128
1498,Cooksville NHD (West),22,700-794/560-648/3019-3031/555-645/3020-3038,Neighbourhood Cir/Shoreline Dr/Elmcreek Rd/Dundas St W/Clayhill Rd,High Density,RA2-19,,3.327,8.221196,725,38294.75,412201.2582,0,0,38294.75,412201.2582,Townhouse,PCC,23,3,336,0,101,41,1.151029,483,700-794/560-648/3019-3031/555-645/3020-3038 Neighbourhood Cir/Shoreline Dr/Elmcreek Rd/Dundas St W/Clayhill Rd,NA,NA
1499,Churchill Meadows NHD,58,4965-4985/3046-3108/4950-4970/4855-4869,Southampton Dr/Eglinton Ave W/Winston Churchill Blvd/Half Moon Grov,High Density,RA2-29,,4.6197,11.415527,499,29466.765,317177.6185,0,0,29466.765,317177.6185,Townhouse,PCC,24,3,354,0,77,31,0.63785,484,4965-4985/3046-3108/4950-4970/4855-4869 Southampton Dr/Eglinton Ave W/Winston Churchill Blvd/Half Moon Grov,NA,NA
1500,Hurontario NHD,36W,30-50,61-69/5247-5272,Breton Ave/Pedalina Dr,Medium Density,RM4-1,,1.196165,2.955788,64,5558.44,59830.55018,0,0,5558.44,59830.55018,Townhouse,Freehold,6,2,32,0,27,11,0.464688,485,30-50,61-69/5247-5272 Breton Ave/Pedalina Dr,NA,NA
1501,Churchill Meadows NHD,57,3950,Erin Centre Blvd,Medium Density,RM4-42,,1.31,3.23708,119,8282.6,89153.16436,0,0,8282.6,89153.16436,Townhouse,PCC,9,2,52,0,40,16,0.63226,486,3950 Erin Centre Blvd,-79.738556,43.540062
1503,Lakeview NHD,6,1633,Northmount Ave,Low Density II,RM4-56,,0.993232,2.45433,78,5339.12,57469.80935,0,0,5339.12,57469.80935,Townhouse,PCC,6,2,30,0,30,12,0.53755,487,1633 Northmount Ave,-79.579117,43.58597
