COMPLEX.ID,Character.Area,Z.Area,Street.Number,Street.Name,Designation,Zoning,Complex.Name,Site.Area..ha.,Site.Area..acre.,Total.Parking,GFA.Residential..m2.,GFA.Residential..ft2.,GFA.Retail..m2.,GFA.Retail..ft2.,GFA.Total..m2.,GFA.Total..ft2.,Building.Type,Tenure.Residential,Townhouse.Blocks,Storeys.Total,Number.Of.Residential.Units,Number.Of.Retail.Units,Density..Unit.Ha.,Density..Unit.Acre.,FSI,OBJECTID,address,lon,lat
520,Mineola NHD,7,20,Mineola Rd E,Medium Density,RM4,Craigie Orchard,3.78,9.340583,176,20089,216236.1962,0,0,20089,216236.1962,Townhouse,PCC,16,2,102,0,27,11,0.531455,196,20 Mineola Rd E,-79.590025,43.5623039
521,Mineola NHD,7,150,South Service Rd,Medium Density,RM4,Colonial Woods,1.94,4.793844,113,10060,108284.9387,0,0,10060,108284.9387,Townhouse,PCC,6,2,48,0,25,10,0.518557,197,150 South Service Rd,-73.4237738,40.7796573
522,Clarkson - Lorne Park NHD,3,915,Inverhouse Dr,Medium Density,RM4,,2.14,5.288055,202,10270,110545.3599,0,0,10270,110545.3599,Townhouse,PCC,5,3,85,0,40,16,0.479907,198,915 Inverhouse Dr,-79.624596,43.512127
523,Clarkson - Lorne Park NHD,11,2687,Bromsgrove Rd,Medium Density,RM4,,0.49,1.210816,39,1216,13088.91506,0,0,1216,13088.91506,Townhouse,PCC,2,2,17,0,35,14,0.248163,199,2687 Bromsgrove Rd,-79.6508365,43.5013378
524,Clarkson - Lorne Park NHD,11,2688,Bromsgrove Rd,Medium Density,RM4,,0.52,1.284948,43,1356,14595.86252,0,0,1356,14595.86252,Townhouse,PCC,2,2,19,0,37,15,0.260769,200,2688 Bromsgrove Rd,-79.649855,43.501187
525,Clarkson - Lorne Park NHD,11,2395,Bromsgrove Rd,Medium Density,RM4,King Arthurs Court,1.94,4.793844,100,NA,NA,0,0,NA,NA,Townhouse,PCC,9,3,79,0,41,16,NA,201,2395 Bromsgrove Rd,-79.644516,43.5073088
526,Clarkson - Lorne Park NHD,11,2315,Bromsgrove Rd,Medium Density,RM4,,3.4,8.401583,178,16953,182480.5732,0,0,16953,182480.5732,Townhouse,PCC,13,3,142,0,42,17,0.498618,202,2315 Bromsgrove Rd,-79.641194,43.5092505
527,Clarkson - Lorne Park NHD,11,2340,Bromsgrove Rd,Medium Density,RM4,Seagrove Gardens,1.67,4.12666,86,7935,85411.6291,0,0,7935,85411.6291,Townhouse,PCC,10,3,66,0,40,16,0.47515,203,2340 Bromsgrove Rd,-79.6418622,43.5086218
528,Clarkson - Lorne Park NHD,11,2380,Bromsgrove Rd,Medium Density,RM4,,1.74,4.299634,167,8602,92591.15735,0,0,8602,92591.15735,Townhouse,PCC,8,2,74,0,43,17,0.494368,204,2380 Bromsgrove Rd,-79.642652,43.507589
529,Clarkson - Lorne Park NHD,11,2440,Bromsgrove Rd,Medium Density,RM4,,4.25,10.501979,243,NA,NA,0,0,NA,NA,Townhouse,PCC,13,3,180,0,42,17,NA,205,2440 Bromsgrove Rd,-79.6442914,43.5063866
531,Clarkson Village CN,10,1160,Walden Cir,Medium Density,RM4,Walden Spinney,0.89,2.199238,42,2804.76,30190.18536,0,0,2804.76,30190.18536,Townhouse,PCC,2,3,18,0,20,8,0.315142,206,1160 Walden Cir,-95.6278464,29.6373444
534,Clarkson - Lorne Park NHD,10,969-1039/1438-1454,Zante Cres/Zante Crt,Medium Density,RM5,,0.65,1.606185,126,3265,35144.16749,0,0,3265,35144.16749,Townhouse,Freehold,0,2,63,0,97,39,0.502308,207,969-1039/1438-1454 Zante Cres/Zante Crt,NA,NA
537,Clarkson - Lorne Park NHD,10,1401-1502,Andros Blvd,Medium Density,RM5-3,,1.14,2.817001,102,4895,52689.34146,0,0,4895,52689.34146,Townhouse,Freehold,6,2,52,0,46,18,0.429386,208,1401-1502 Andros Blvd,-79.6185009,43.5236157
539,Clarkson - Lorne Park NHD,10,1422-1434,Lefkas Crt,Medium Density,RM5-3,,0.54,1.334369,8,1841,19816.35906,0,0,1841,19816.35906,Townhouse,Freehold,1,2,4,0,7,3,0.340926,209,1422-1434 Lefkas Crt,-79.6172864,43.5252389
540,Clarkson - Lorne Park NHD,10,1069-1270,Kos Blvd,Medium Density,RM5-3,,1.59,3.928976,100,5010,53927.19115,0,0,5010,53927.19115,Townhouse,Freehold,6,3,50,0,31,13,0.315094,210,1069-1270 Kos Blvd,-79.615863,43.5260081
545,Clarkson - Lorne Park NHD,10,1394-1414,Nesdale Crt,Medium Density,RM5-3,,0.25,0.617763,22,1443,15532.32272,0,0,1443,15532.32272,Townhouse,Freehold,1,2,11,0,44,18,0.5772,211,1394-1414 Nesdale Crt,-79.6177071,43.526196
546,Clarkson - Lorne Park NHD,9,993-1075,Raintree Lane,Medium Density,RM5-3,,0.802,1.981785,66,NA,NA,0,0,NA,NA,Townhouse,Freehold,5,2,33,0,41,17,NA,212,993-1075 Raintree Lane,-80.272487,26.666301
550,Clarkson - Lorne Park NHD,9,624-658,Sweetwater Pl,Medium Density,RM5-3,,0.34,0.840158,22,NA,NA,0,0,NA,NA,Townhouse,Freehold,2,2,11,0,32,13,NA,213,624-658 Sweetwater Pl,-84.7525737,33.799843
551,Clarkson - Lorne Park NHD,9,1076-1100,Bordeaux Crt,Medium Density,RM5-3,,0.35,0.864869,24,1309,14089.95873,0,0,1309,14089.95873,Townhouse,Freehold,2,2,12,0,34,14,0.374,214,1076-1100 Bordeaux Crt,-79.6042225,43.5390592
552,Clarkson - Lorne Park NHD,9,783-855,Sweetwater Cres,Medium Density,RM5-3,,0.81,2.001554,62,3948,42495.9183,0,0,3948,42495.9183,Townhouse,Freehold,1,2,31,0,38,15,0.487407,215,783-855 Sweetwater Cres,-79.6050817,43.5389513
556,Clarkson - Lorne Park NHD,11,2170,Bromsgrove Rd,High Density,RM9,The Bromsgate,3.79,9.365294,279,24600,264792.1961,0,0,24600,264792.1961,Townhouse,PCC,7,4,186,0,49,20,0.649077,216,2170 Bromsgrove Rd,-79.6381545,43.5114346
561,Clarkson - Lorne Park NHD,9,1100,Queen St W,Medium Density,RM4,Lorne Park Woods Estates,1.32,3.261791,163,5596,60234.84265,0,0,5596,60234.84265,Townhouse,PCC,5,3,37,0,28,11,0.423939,217,1100 Queen St W,-77.8991365,35.7202783
569,Hurontario NHD,36W,36,Clansman Tr,Medium Density,RM4,Sandalwood,0.29,0.716606,37,1972,21226.43133,0,0,1972,21226.43133,Townhouse,PCC,2,3,16,0,55,22,0.68,218,36 Clansman Tr,-79.659541,43.6123509
576,Hurontario NHD,37W,666,Constellation Dr,Medium Density,RM4,,1.53,3.780712,122,6596,70998.75306,0,0,6596,70998.75306,Townhouse,PCC,8,2,53,0,35,14,0.431111,219,666 Constellation Dr,-97.7469869,31.0651211
584,Hurontario NHD,37E,5236-5252,Fairwind Dr,Medium Density,RM5,,0.22,0.543632,18,NA,NA,0,0,NA,NA,Townhouse,Freehold,1,2,9,0,41,17,NA,220,5236-5252 Fairwind Dr,-79.6669792,43.605069
657,Port Credit NHD (West),9,1050,Shawnmarr Rd,Medium Density,RM4-22,Balsam Woods,3.82,9.439426,420,NA,NA,0,0,NA,NA,Townhouse,PCC,14,3,163,0,43,17,NA,221,1050 Shawnmarr Rd,-79.600791,43.540048
658,Hurontario NHD,36W,5303-5344/60-66,Ferret Crt/Clansman Tr,Medium Density,RM5,,0.613,1.514756,44,4620,49729.26609,0,0,4620,49729.26609,Townhouse,Freehold,5,3,22,0,36,15,0.75367,222,5303-5344/60-66 Ferret Crt/Clansman Tr,NA,NA
664,Hurontario NHD,36W,235,Forum Dr,Medium Density,RM4,Villa Esperanza Non-Profit,2.318,5.727903,235,10764,115862.7317,0,0,10764,115862.7317,Townhouse,RNTL-PRIVNP,18,3,102,0,44,18,0.464366,223,235 Forum Dr,-91.7485184,37.9455085
668,Hurontario NHD,37E,249-301,Hollymount Dr,Medium Density,RM5,,0.7457,1.842665,81,3386.76,36454.78122,0,0,3386.76,36454.78122,Townhouse,Freehold,4,2,35,0,47,19,0.454172,224,249-301 Hollymount Dr,-79.66171,43.6024566
669,Erin Mills NHD,24,3380,South Millway,Medium Density,RM4,Collegeway Gardens,2.31,5.708134,182,NA,NA,0,0,NA,NA,Townhouse,PCC,11,2,79,0,34,14,NA,225,3380 South Millway,-79.6764668,43.5436687
672,Hurontario NHD,37W,5270-5317,Longhouse Cres,Medium Density,RM5,,0.49,1.210816,32,2348,25273.66164,0,0,2348,25273.66164,Townhouse,Freehold,3,2,16,0,33,13,0.479184,226,5270-5317 Longhouse Cres,-79.6771579,43.5986618
673,UTM SPA,24,3349,Mississauga Rd,Institutional,I-5,Erindale College Student,1.56,3.854844,NA,2638,28395.19566,0,0,2638,28395.19566,Townhouse,Residential Institution,11,2,246,0,158,64,0.169103,227,3349 Mississauga Rd,-79.6669273,43.5492987
683,Hurontario NHD,36W,436-456,Nahani Way,Medium Density,RM5,,0.28,0.691895,22,NA,NA,0,0,NA,NA,Townhouse,Freehold,1,2,11,0,39,16,NA,228,436-456 Nahani Way,-79.6500301,43.6195035
684,Meadowvale NHD,46W,6260,Montevideo Rd,Medium Density,RM4,,2.31,5.708134,184,9142,98403.66897,0,0,9142,98403.66897,Townhouse,RNTL-PRIVNP,12,3,80,0,35,14,0.395758,229,6260 Montevideo Rd,-79.747759,43.5838735
685,Meadowvale NHD,54W,7340,Copenhagen Rd,Medium Density,RM4,,1.84,4.546739,142,NA,NA,0,0,NA,NA,Townhouse,PCC,9,3,63,0,34,14,NA,230,7340 Copenhagen Rd,-79.770955,43.5915326
686,East Credit NHD,30,4649-4663,Penhallow Rd,Medium Density,RM5,Trengrove Development,2.5,6.177635,16,1500,16145.86562,0,0,1500,16145.86562,Townhouse,Freehold,1,2,8,0,3,1,0.06,231,4649-4663 Penhallow Rd,-79.675683,43.5858459
687,Hurontario NHD,37W,5245-5379,Richborough Dr,Medium Density,RM5,,2.52,6.227056,188,NA,NA,0,0,NA,NA,Townhouse,Freehold,12,2,94,0,37,15,NA,232,5245-5379 Richborough Dr,-79.6758514,43.5990802
689,Erin Mills NHD,32,2766,Folkway Dr,Medium Density,RM4,Folkway Woods of Erin Mills,2.97,7.33903,236,13062,140598.1978,0,0,13062,140598.1978,Townhouse,PCC,19,2,102,0,34,14,0.439798,233,2766 Folkway Dr,-79.7000609,43.5460128
690,Erin Mills NHD,24,3460,South Millway,Medium Density,RM4,,1.43,3.533607,111,6021,64809.50458,0,0,6021,64809.50458,Townhouse,PCC,8,2,48,0,34,14,0.421049,234,3460 South Millway,-79.6777165,43.5462397
691,Erin Mills NHD,25,2155,South Millway,Medium Density,RM4,Daniels Townhouses,2.63,6.498872,190,13200,142083.6174,0,0,13200,142083.6174,Townhouse,PCC,10,2,82,0,31,13,0.501901,235,2155 South Millway,-79.6782935,43.5410926
693,Hurontario NHD,37W,5676-5701,Shillington Dr,Low Density II,RM5,,0.54,1.334369,46,3800,40902.85956,0,0,3800,40902.85956,Townhouse,Freehold,3,2,23,0,43,17,0.703704,236,5676-5701 Shillington Dr,-79.6862111,43.6100948
694,Hurontario NHD,37W,550,Steddick Crt,Medium Density,RM4,,1.24,3.064107,134,6049,65110.89407,0,0,6049,65110.89407,Townhouse,PCC,6,2,52,0,42,17,0.487823,237,550 Steddick Crt,-79.672771,43.602769
695,Mississauga Valleys NHD,21,725,Vermouth Ave,Medium Density,RM4,,1.67,4.12666,131,7246,77995.29483,0,0,7246,77995.29483,Townhouse,PCC,9,2,58,0,35,14,0.433892,238,725 Vermouth Ave,-79.6109166,43.6013999
701,Creditview NHD,30,4097-4153,Melia Dr,Low Density II,RM5-6,,1.01,2.495764,28,NA,NA,0,0,NA,NA,Townhouse,Freehold,1,2,14,0,14,6,NA,239,4097-4153 Melia Dr,-79.672628,43.5682149
702,Erindale NHD,16,1039/2575,Cedarglen Gate/Parmeer Dr,Medium Density,RM4,Glengarry Gardens,1.08,2.668738,82,13318,143353.7588,0,0,13318,143353.7588,Townhouse,PCC,5,2,36,0,33,13,1.233148,240,1039/2575 Cedarglen Gate/Parmeer Dr,NA,NA
704,Clarkson Village CN,10,1180,Walden Cir,Medium Density,RM4,Walden Spinney Phase IV,0.93,2.29808,69,4277,46037.24482,0,0,4277,46037.24482,Townhouse,PCC,5,2,29,0,31,13,0.459892,241,1180 Walden Cir,-95.6278445,29.6374038
705,Erin Mills NHD,24,2079,The Collegeway,Medium Density,RM4,South College Estates,3.04,7.512004,243,13053,140501.3226,0,0,13053,140501.3226,Townhouse,PCC,18,2,105,0,35,14,0.429375,242,2079 The Collegeway,-79.6794092,43.545271
709,Erin Mills NHD,25,31253079,Fifth Line West,Medium Density,RM4,Village South Townhouses,2.26,5.584582,206,8863,95400.53796,0,0,8863,95400.53796,Townhouse,PCC,18,2,160,0,71,29,0.392168,243,31253079 Fifth Line West,-77.828025,44.2776672
719,Hurontario NHD,37E,75,Strathaven Dr,Medium Density,RM4,,1.0423,2.575579,138,6970,75024.45556,0,0,6970,75024.45556,Townhouse,PCC,8,3,60,0,58,23,0.668713,244,75 Strathaven Dr,-75.354968,39.98322
739,Clarkson Village CN,10,102010601080,Walden Cir,Medium Density,RM4,,2.86,7.067214,242,NA,NA,0,0,NA,NA,Townhouse,PCC,16,3,112,0,39,16,NA,245,102010601080 Walden Cir,-81.4422512,28.4912097
741,Clarkson Village CN,10,1200,Walden Cir,Medium Density,RM4,Walden Spinney Phase IV-III,0.98,2.421633,49,9853,106056.8093,0,0,9853,106056.8093,Townhouse,PCC,5,2,33,0,34,14,1.005408,246,1200 Walden Cir,-79.6315455,43.5138253
747,Cooksville NHD (East),14,2035,Asta Dr,Medium Density,RM4,Astra Park,2.23,5.51045,198,9427,101471.3834,0,0,9427,101471.3834,Townhouse,PCC,7,3,88,0,39,16,0.422735,247,2035 Asta Dr,-79.5869573,43.5818151
794,Erin Mills NHD,31,2097-2111,Farrier Mews,Low Density II,RM5,Townwood Homes,0.26,0.642474,18,1076,11581.9676,0,0,1076,11581.9676,Townhouse,Freehold,2,2,8,0,31,12,0.413846,248,2097-2111 Farrier Mews,-79.6872825,43.549606
795,Erin Mills NHD,31,4040-4064,Farrier Crt,Low Density II,RM5,Townwood Homes,0.36,0.889579,32,1729,18610.8011,0,0,1729,18610.8011,Townhouse,Freehold,2,2,9,0,25,10,0.480278,249,4040-4064 Farrier Crt,-79.6877042,43.5500395
796,Erin Mills NHD,31,4035-4051,Farrier Crt,Low Density II,RM5,Townwood  Homes,0.26,0.642474,25,1469,15812.18439,0,0,1469,15812.18439,Townhouse,Freehold,2,2,7,0,27,11,0.565,250,4035-4051 Farrier Crt,-79.6871941,43.5503675
806,Meadowvale NHD,46W,2572-2607,Inlake Crt,Medium Density,RM5,,0.912,2.253601,64,1276,13734.74968,0,0,1276,13734.74968,Townhouse,Freehold,2,2,32,0,35,14,0.139912,251,2572-2607 Inlake Crt,-79.7413267,43.579818
814,Meadowvale NHD,46W,5931-6054,Chidham Cres,Medium Density,RM5,,1.97,4.867976,209,10521,113247.1014,0,0,10521,113247.1014,Townhouse,Freehold,11,2,83,0,42,17,0.534061,252,5931-6054 Chidham Cres,-79.7379811,43.5767615
827,Rathwood NHD,28,525,Meadows Blvd,Medium Density,RM4,Forestview Village,2.63,6.498872,180,9085,97790.12607,0,0,9085,97790.12607,Townhouse,PCC,10,2,75,0,29,12,0.345437,253,525 Meadows Blvd,-79.630521,43.6106849
834,Mississauga Valleys NHD,21,1330,Mississauga Valley Blvd,Medium Density,RM9,,1.42,3.508896,90,9702,104431.4588,0,0,9702,104431.4588,Townhouse,PCC,7,3,72,0,51,21,0.683239,254,1330 Mississauga Valley Blvd,-79.6278045,43.5988294
838,Applewood NHD,20,3130,Queen Frederica Dr,Medium Density,RM4,,0.6,1.482632,28,NA,NA,0,0,NA,NA,Townhouse,RNTL-PNP,2,2,21,0,35,14,NA,255,3130 Queen Frederica Dr,-79.5894601,43.6089832
848,Hurontario NHD,37E,80,Strathaven Dr,Medium Density,RM4,,1.29,3.187659,184,9444,101654.3699,0,0,9444,101654.3699,Townhouse,PCC,11,3,80,0,62,25,0.732093,256,80 Strathaven Dr,-75.35488,39.982716
850,Port Credit NHD (West),9,1055,Shawnmarr Rd,Medium Density,RM4-22,,5,12.355269,442,NA,NA,0,0,NA,NA,Townhouse,PCC,15,3,221,0,44,18,NA,257,1055 Shawnmarr Rd,-79.5985388,43.54068
873,Clarkson - Lorne Park NHD,9,1026-1036,Serdica Crt,Low Density II,RM5-3,,0.14,0.345948,12,NA,NA,0,0,NA,NA,Townhouse,Freehold,1,2,6,0,43,17,NA,258,1026-1036 Serdica Crt,-79.6042218,43.5364188
874,Hurontario NHD,29,4635,Regents Terr,Medium Density,RM4,,2.93,7.240188,211,14597,157120.8003,0,0,14597,157120.8003,Townhouse,PCC,12,3,91,0,31,13,0.498191,259,4635 Regents Terr,-79.654602,43.6022809
876,Hurontario NHD,37W,5679-5711,Talaton Tr,Low Density II,RM5,,0.66,1.630896,54,NA,NA,0,0,NA,NA,Townhouse,Freehold,3,2,27,0,41,17,NA,260,5679-5711 Talaton Tr,-79.6858691,43.6108143
877,Clarkson Village CN,10,1010,Walden Cir,Medium Density,RM4,,0.327,0.808035,35,NA,NA,0,0,NA,NA,Townhouse,PCC,2,3,14,0,43,17,NA,261,1010 Walden Cir,-79.628049,43.513514
878,Erin Mills NHD,24,35003510,South Millway,Medium Density,RM4,Village North,4.315,10.662597,326,17235,185515.9959,0,0,17235,185515.9959,Townhouse,PCC,20,2,141,0,33,13,0.399421,262,35003510 South Millway,-79.677089,43.5445159
880,Hurontario NHD,36W,320365400,Tailfeather Cres,Medium Density,RM5,,1.04,2.569896,78,NA,NA,0,0,NA,NA,Townhouse,Freehold,4,2,39,0,38,15,NA,263,320365400 Tailfeather Cres,-79.6442092,43.6150031
882,Hurontario NHD,28,4784-4798,Full Moon Cir,Low Density II,RM5-7,,0.19,0.4695,16,1430,15392.39189,0,0,1430,15392.39189,Townhouse,Freehold,1,2,8,0,42,17,0.752632,264,4784-4798 Full Moon Cir,-79.6409215,43.6167781
884,Erin Mills NHD,24,3420,South Millway,Medium Density,RM4,The Enclave,2.33,5.757555,187,11320,121847.4658,0,0,11320,121847.4658,Townhouse,PCC,10,2,71,0,30,12,0.485837,265,3420 South Millway,-79.6776568,43.5449608
885,Erin Mills NHD,25,2205,South Millway,Medium Density,RM4,Bellair Phase 11,3.83,9.464136,276,19038,204923.3264,0,0,19038,204923.3264,Townhouse,PCC,13,2,120,0,31,13,0.497076,266,2205 South Millway,-79.680233,43.5418873
886,Hurontario NHD,36W,5020,Delaware Dr,Medium Density,RM4,,1.49,3.68187,125,7100,76423.76391,0,0,7100,76423.76391,Townhouse,PCC,8,2,54,0,36,15,0.47651,267,5020 Delaware Dr,-104.9825132,39.2466783
893,Central Erin Mills NHD,31,1725,The Chase,Medium Density,RM4,,3.93,9.711241,408,17133,184418.0771,0,0,17133,184418.0771,Townhouse,PCC,15,2,102,0,26,11,0.435954,268,1725 The Chase,-60.7263615,-32.9588634
902,Hurontario NHD,29,4618-4740,Westbourne Terr,Medium Density,RM5,,1.2,2.965265,106,7800,83958.5012,0,0,7800,83958.5012,Townhouse,Freehold,6,2,53,0,44,18,0.65,269,4618-4740 Westbourne Terr,-0.182126,51.517335
909,Hurontario NHD,29,343-364,Royal Mason Crt,Medium Density,RM5,,0.45,1.111974,28,NA,NA,0,0,NA,NA,Townhouse,Freehold,2,2,14,0,31,13,NA,270,343-364 Royal Mason Crt,-79.6596804,43.5987437
912,Hurontario NHD,37E,500,Silverthorne Cres,Medium Density,RM5,,0.23,0.568342,18,1458.8,15702.39251,0,0,1458.8,15702.39251,Townhouse,Freehold,3,2,9,0,39,16,0.634261,271,500 Silverthorne Cres,-79.664151,43.598235
913,East Credit NHD,38W,5014-5057,Rundle Crt,Medium Density,RM5,Rundle Court,1.23,3.039396,68,NA,NA,0,0,NA,NA,Townhouse,Freehold,10,3,34,0,28,11,NA,272,5014-5057 Rundle Crt,-79.6869805,43.5786811
914,Sheridan NHD,18,2355,Fifth Line West,Medium Density,RM4,Loyalist Creek,1.73,4.274923,153,8992,96789.08241,0,0,8992,96789.08241,Townhouse,PCC,11,2,66,0,38,15,0.519769,273,2355 Fifth Line West,-79.6590135,43.5297338
915,Central Erin Mills NHD,32,4539-4602,Bay Villa Ave,Medium Density,RM5,,1.4,3.459475,122,9713,104549.8618,0,0,9713,104549.8618,Townhouse,Freehold,11,2,54,0,39,16,0.693786,274,4539-4602 Bay Villa Ave,-97.5565481,35.5166658
917,Central Erin Mills NHD,32,2645-2800,Lindholm Cres,Medium Density,RM5,,2.5,6.177635,202,15000,161458.6562,0,0,15000,161458.6562,Townhouse,Freehold,22,2,101,0,40,16,0.6,275,2645-2800 Lindholm Cres,-79.7136524,43.54938
924,Central Erin Mills NHD,32,2275,Credit Valley Rd,Medium Density,RM4,The Avenues,3.63,8.969925,362,15864,170758.6747,0,0,15864,170758.6747,Townhouse,PCC,17,2,118,0,33,13,0.437025,276,2275 Credit Valley Rd,-79.7034095,43.5557495
927,South Common CN,25,2199,Burnhamthorpe Rd W,Medium Density,RM4-2,Eagle Ridge Townhouses,4.22,10.427847,230,14333,154279.1279,0,0,14333,154279.1279,Townhouse,PCC,13,2,100,0,24,10,0.339645,277,2199 Burnhamthorpe Rd W,-79.6852516,43.5456497
928,Central Erin Mills NHD,31,1724,The Chase,Medium Density,RM4,,2.04,5.04095,184,7907,85110.23961,0,0,7907,85110.23961,Townhouse,PCC,8,2,46,0,23,9,0.387598,278,1724 The Chase,-60.7296583,-32.9680207
932,Central Erin Mills NHD,32,4605,Donegal Dr,Medium Density,RM4,Lionsgate Condominium Residences,1.03,2.545185,81,5014,53970.2468,0,0,5014,53970.2468,Townhouse,PCC,4,3,35,0,34,14,0.486796,279,4605 Donegal Dr,-97.397651,27.700867
935,Erin Mills NHD,59,3600,Colonial Dr,Medium Density,RM4,Winston Churchill Townes,3.64,8.994636,417,16869,181576.4047,0,0,16869,181576.4047,Townhouse,PCC,17,2,126,0,35,14,0.463434,280,3600 Colonial Dr,-81.02861,34.0327634
936,Hurontario NHD,37E,307-391,Assiniboine Tr,Medium Density,RM5,,2.1,5.189213,154,NA,NA,0,0,NA,NA,Townhouse,Freehold,8,2,77,0,37,15,NA,281,307-391 Assiniboine Tr,-79.6666184,43.602798
940,Uptown MN,37E,4997-5133,Salishan Cir,Medium Density,RM5,,0.886,2.189354,66,4900.5,52748.54296,0,0,4900.5,52748.54296,Townhouse,Freehold,4,2,33,0,37,15,0.553104,282,4997-5133 Salishan Cir,-79.6586295,43.6079803
943,Rathwood NHD,27,4101,Westminster Pl,Medium Density,RM4,Westminister Mews,1.34,3.311212,139,8985,96713.73503,0,0,8985,96713.73503,Townhouse,PCC,8,3,59,0,44,18,0.670522,283,4101 Westminster Pl,-90.245023,38.64294
949,Hurontario NHD,37W,510-560/5012-5036/5009-5041,Galaxy Crt/Mariner Crt/Northern Lights Cir,Medium Density,RM5,,2.74,6.770687,198,NA,NA,0,0,NA,NA,Townhouse,Freehold,11,2,99,0,36,15,NA,284,510-560/5012-5036/5009-5041 Galaxy Crt/Mariner Crt/Northern Lights Cir,NA,NA
953,Hurontario NHD,37W,640-834,Constellation Dr,Medium Density,RM5,,2.03,5.016239,146,NA,NA,0,0,NA,NA,Townhouse,Freehold,13,2,73,0,36,15,NA,285,640-834 Constellation Dr,-77.2895065,38.9919055
956,Hurontario NHD,29,650-673,Dinsmore Crt,Medium Density,RM5,,0.88,2.174527,44,4400,47361.2058,0,0,4400,47361.2058,Townhouse,Freehold,2,2,22,0,25,10,0.5,286,650-673 Dinsmore Crt,-79.6645591,43.5892732
957,Meadowvale NHD,56,6859,Edenwood Dr,Medium Density,RM4,Aquitaine Townhouses,0.85,2.100396,60,3778,40666.05353,0,0,3778,40666.05353,Townhouse,PCC,3,3,26,0,31,12,0.444471,287,6859 Edenwood Dr,-97.1319932,32.6345962
961,Hurontario NHD,37E,35,Ceremonial Dr,Medium Density,RM4,Sandlewood,1.8,4.447897,145,7595,81751.89956,0,0,7595,81751.89956,Townhouse,PCC,10,2,63,0,35,14,0.421944,288,35 Ceremonial Dr,-79.6580685,43.6085165
962,Erin Mills NHD,59,3313-3518,Fenwick Cres,Medium Density,RM5,,3.44,8.500425,242,18150,195364.9739,0,0,18150,195364.9739,Townhouse,Freehold,16,2,121,0,35,14,0.527616,289,3313-3518 Fenwick Cres,-79.7006418,43.5238453
975,Hurontario NHD,37E,382-424,Wendron Cres,Medium Density,RM5,,1.02,2.520475,66,NA,NA,0,0,NA,NA,Townhouse,Freehold,4,2,33,0,32,13,NA,290,382-424 Wendron Cres,-79.6657883,43.6044373
976,Hurontario NHD,37W,718-750,Whitfield Terr,Medium Density,RM5,,0.58,1.433211,46,NA,NA,0,0,NA,NA,Townhouse,Freehold,3,2,23,0,40,16,NA,291,718-750 Whitfield Terr,-79.6756486,43.5962169
977,Hurontario NHD,37E,5002-5065,Willowood Dr,Medium Density,RM5,,0.96,2.372212,90,3150,33906.31779,0,0,3150,33906.31779,Townhouse,Freehold,7,2,45,0,47,19,0.328125,292,5002-5065 Willowood Dr,-86.8257667,40.4548039
978,Lisgar NHD,56,3859-3879,3813-3819/6901-6991/6918-6963,Allcroft Rd/Glory Crt/Guardian Crt,Medium Density,RM5,,3.9707,9.811813,174,NA,NA,0,0,NA,NA,Townhouse,Freehold,23,2,92,0,23,9,NA,293,3859-3879,3813-3819/6901-6991/6918-6963 Allcroft Rd/Glory Crt/Guardian Crt,NA,NA
980,Lisgar NHD,56,6827-6905/6838-6900/3957-3993/6958-6988/6963-6985/3905-3985,Apex Crt/Dillingwood Dr/Discovery Crt/Dunnview Crt/Lisanne Crt/Zenith Crt,Medium Density,RM5-11,,4.2,10.378426,342,25800,277708.8886,0,0,25800,277708.8886,Townhouse,Freehold,43,2,171,0,41,16,0.614286,294,6827-6905/6838-6900/3957-3993/6958-6988/6963-6985/3905-3985 Apex Crt/Dillingwood Dr/Discovery Crt/Dunnview Crt/Lisanne Crt/Zenith Crt,NA,NA
987,Lisgar NHD,56,3895,Doug Leavens Blvd,Medium Density,RM9,,0.87,2.149817,135,2039,21947.61333,0,0,2039,21947.61333,Townhouse,PCC,6,3,54,0,62,25,0.234368,295,3895 Doug Leavens Blvd,-79.7732568,43.5683685
991,Lisgar NHD,56,3333-3476,Nighthawk Tr,Low Density II,RM5,,3.9047,9.648724,212,NA,NA,0,0,NA,NA,Townhouse,Freehold,18,2,115,0,29,12,NA,296,3333-3476 Nighthawk Tr,-79.7605322,43.5670043
992,Lisgar NHD,56,6950,Tenth Line West,Medium Density,RM9,Avonlea Village Condominium,1.82,4.497318,237,11701,125948.5157,0,0,11701,125948.5157,Townhouse,PCC,13,3,103,0,57,23,0.642912,297,6950 Tenth Line West,-79.7761216,43.5830385
1002,Central Erin Mills NHD,39W,5865,Dalebrook Cres,Medium Density,RM4,The Heights of Erin Mills,2.044,5.050834,162,8696,93602.96493,0,0,8696,93602.96493,Townhouse,PCC,12,2,70,0,34,14,0.42544,298,5865 Dalebrook Cres,-79.7395842,43.5724407
1003,Central Erin Mills NHD,39W,5205,Glen Erin Dr,Medium Density,RM4,First Place,1.51,3.731291,126,7189,77381.75194,0,0,7189,77381.75194,Townhouse,PCC,9,2,52,0,34,14,0.476093,299,5205 Glen Erin Dr,-79.7182775,43.5594804
1004,Central Erin Mills NHD,39W,5230,Glen Erin Dr,Medium Density,RM4,5230 Erin Grove,3.58,8.846373,282,16880,181694.8077,0,0,16880,181694.8077,Townhouse,PCC,22,2,122,0,34,14,0.471508,300,5230 Glen Erin Dr,-79.7265897,43.5646152
